dt_ts,NEE,ET,LE,H,SWin,SWout,LWin,LWout,TA1,TA2,RH1,RH2
2025-09-16 12:30:00,31.618708037348533,6.119812267229697,172.51359849240404,205.70668860377032,749.0233,75.49667,355.0433,506.2517,28.02,29.62585833333333,45.07,43.46833333333333
2025-09-16 13:00:00,0.3298402260150951,2.606438281555018,73.4582382750887,164.38109646965125,725.72,74.43667,357.005,505.5633,28.22,29.896358333333332,43.82,40.82583333333333
2025-09-16 13:30:00,-4.669023304665232,2.2348410583214107,62.976427364892125,199.69554495138465,682.5766,70.29833,360.2833,504.62,28.37,30.921706666666665,44.48,40.8325
2025-09-16 14:00:00,2.3455360193104045,2.6064608367935302,73.45069620921302,125.95677324055036,631.1383,64.82999,360.9083,501.67,28.82,30.79170416666668,43.36,40.0525
2025-09-16 14:30:00,3.5126728125198925,2.5651723306732332,72.28383909992722,120.47797831384482,562.7817,58.77833,360.1383,492.9933,28.84,30.12546666666667,42.13,39.954166666666666
2025-09-16 15:00:00,3.7042490804991033,1.7749315580430687,50.003272520800486,126.77198769864752,488.8783,50.48166,360.9283,488.8567,29.48,31.399150833333337,39.89,39.34666666666666
2025-09-16 15:30:00,1.87669924343843,2.076914759711886,58.514072385872176,85.13194817204756,406.6067,42.47,361.8683,484.3083,29.59,30.75835833333333,40.91,39.98416666666667
2025-09-16 16:00:00,2.7422531447922815,2.146799856247257,60.475269771676096,80.81698687880441,313.7617,33.43666,359.7483,476.5033,30.75,30.51828833333333,37.28,39.44583333333333
2025-09-16 16:30:00,3.0602214379754282,2.2167085459786167,62.46066927473328,65.53934360216674,228.0683,23.82833,358.9266,463.195,29.22,29.281689166666663,42.62,43.56333333333333
2025-09-16 17:00:00,-0.7577700849521889,1.6208183558756803,45.68155451046599,24.59943266290131,141.1283,14.30167,358.66,454.245,28.88,28.351970000000005,44.24,46.57666666666666
