dt_ts,NEE,ET,LE,H,SWin,SWout,LWin,LWout,TA1,RH1
2025-06-14 04:00:00,-2.63880778374629,0.3485767144155286,9.951887920983143,5.7248324734844,0.21,0.07666666,372.8733,383.1667,12.35,91.0
2025-06-14 04:30:00,-3.2642628818436954,0.2274304138573014,6.495851114373693,9.785812952427657,5.103333,1.263333,371.19,381.51,11.98,93.8
2025-06-14 05:00:00,-0.858407585803578,0.30105063604333443,8.599131347710333,9.279461174845808,18.97667,4.086667,372.1,382.1067,11.93,94.7
2025-06-14 05:30:00,-11.697298349179404,-0.9878372974854928,-28.215082352230574,13.643754051199869,37.24,8.466666,372.3966,382.8066,12.0,95.1
2025-06-14 06:00:00,15.54416442473475,2.3254618362853106,66.41045503942955,17.650037389093967,68.31,15.54667,374.8966,386.52,12.34,94.8
2025-06-14 06:30:00,0.3252522676476634,0.8180211028913387,23.354817799032727,26.117401655882848,98.69333,22.6,377.0433,391.2333,12.96,93.2
2025-06-14 07:00:00,2.564133423202264,0.8754063882979429,24.981720731594084,30.33984004176201,178.8433,40.96,381.1167,396.6033,13.39,92.6
2025-06-14 07:30:00,2.9399901844769563,0.9027729208430959,25.747182172413208,30.60844394996296,212.98,49.39667,383.8933,400.9366,14.1,91.5
2025-06-14 08:00:00,7.132620264288268,1.4675156876297237,41.826369773572566,49.60390762521112,308.94,72.74333,385.4333,409.1733,15.12,89.4
2025-06-14 08:30:00,8.264462982688615,1.9488898480426602,55.49386126203609,63.58677073376218,607.9766,149.3133,331.0933,422.4433,16.52,85.1
2025-06-14 09:00:00,14.018166946945305,4.628600884487661,131.668055419249,148.59433530629855,697.2833,164.8467,333.6767,431.5933,17.3,81.7
2025-06-14 09:30:00,12.391147027254489,4.622348114837646,131.36782095392627,140.5887659433833,755.6099,173.1933,338.0067,441.6033,18.66,77.2
2025-06-14 10:00:00,16.044686605064182,6.122903366341241,173.81436385399076,163.4116302097311,816.07,181.4967,342.3633,448.96,19.87,72.63
2025-06-14 10:30:00,12.697223097418984,5.351884410119146,151.79192912010257,135.1872237311274,861.3267,186.06,346.0066,457.0367,20.65,71.72
2025-06-14 11:00:00,12.750049219800099,5.912295261868773,167.53971089611937,173.39934969833146,894.8433,187.8667,349.7833,461.8233,21.43,68.6
2025-06-14 11:30:00,15.428307003771932,7.806759964569478,221.0916816113925,183.0095333379904,917.5566,189.9133,351.0467,463.15,22.31,65.16
2025-06-14 12:00:00,16.16205378330087,8.37841899872614,237.1082642185663,162.22134396547708,917.4067,186.6333,354.9633,470.9633,22.98,62.42
2025-06-14 12:30:00,11.427567021440405,6.510777108894026,184.14655802850424,185.59999154089468,907.16,183.3566,357.0733,472.7633,23.99,59.92
2025-06-14 13:00:00,13.0101772120929,6.700385595830245,189.44805243313593,137.92319632237783,881.6733,179.5867,358.87,473.5933,24.24,58.62
2025-06-14 13:30:00,10.900191411426865,5.2729455088806185,148.99843165607828,106.06247616372792,846.83,173.84,359.9033,474.6267,24.47,58.67
2025-06-14 14:00:00,12.807787322368808,8.10517375031372,228.95376177850537,123.809870985989,794.15,167.41,358.23,471.8933,24.72,57.31
2025-06-14 14:30:00,9.114403192382484,6.052993087687063,170.90408676131094,126.75735891511546,734.8066,158.6833,361.6533,472.7967,25.34,54.99
2025-06-14 15:00:00,10.4454259034838,6.5677824156619575,185.37213794387463,105.28542151412675,668.52,148.3967,362.54,472.4433,25.72,57.48
2025-06-14 15:30:00,11.874598999507652,7.815992859992602,220.5540383436071,102.05886994369858,593.21,135.8967,360.9066,467.39,25.61,54.76
2025-06-14 16:00:00,7.605680602724402,4.615111279096351,130.22439103846483,51.329540888457245,511.1,120.5133,359.63,463.4133,25.59,54.3
2025-06-14 16:30:00,8.20228357225327,5.276255318710349,148.86184329921684,54.243764048447616,435.2033,105.34,357.0566,460.5933,25.9,52.51
2025-06-14 17:00:00,7.752813684030655,4.973394962089517,140.31201319232895,29.90260176266284,331.22,81.98,357.3133,455.58,25.87,54.06
2025-06-14 17:30:00,5.447630258588865,3.5137833477438454,99.13720697302342,5.677224084169552,228.9,56.70333,361.1733,452.4533,26.3,53.71
2025-06-14 18:00:00,3.4241783738136364,2.1805754757471028,61.52973860878825,-2.1867804258849746,166.6867,41.50666,361.8167,447.4667,25.69,58.2
2025-06-14 18:30:00,2.353042432748547,2.4924629809473893,70.34408282940845,-10.857615664875716,100.68,24.86667,360.9667,442.7833,25.08,58.53
2025-06-14 19:00:00,-1.0351576231778365,0.6802221976427031,19.205211194107,-10.98657027724907,30.18667,6.633333,359.4767,435.0533,24.15,64.52
2025-06-14 19:30:00,-4.123348870396387,0.6784188536268643,19.170068349844776,-18.009960178426983,6.246666,1.573333,355.9533,430.5333,23.22,67.85
2025-06-14 20:00:00,-6.87728713988454,0.9491331269424934,26.83970271857423,-33.06650298819057,-0.5666667,0.04666667,356.2766,429.62,22.4,69.94
2025-06-14 20:30:00,-3.543822521354956,0.4821281475456308,13.642271921471613,-12.82929283286472,-0.68,-0.01333333,357.3167,426.1666,21.73,72.26
2025-06-14 21:00:00,-8.680217459280279,0.5388772323682683,15.259764831346947,-33.354631373080004,-0.8766666,-0.21,354.3533,420.07,20.76,75.08
