file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,fast_t_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--
agrivoltaics2_ts_data_2025_12_26_2030.dat,2025-12-26,21:00,360.874,0,17998,17998,0.33426041251732641,0,-3.3051813864982136,1,11.410436103998814,0,-0.66341822115385884,2,0.25478315847520755,0,-1.2069620168047419,-0.44123097056664856,0.15015198641937624,-9.8522281947361172E-003,1.7393206825610405E-010,2.5455871436773899E-012,18.511043646187503,438.98347421376576,441.82207217922632,0.0000000000000000,0,270.91884316814151,6.4247536377247672,6.4662980093831637,0.0000000000000000,0,279.98413372071587,279.41432361545060,98158.107132997422,1.2209073305115601,1008.7197263004381,2.3714679874582756E-002,1.6509948669193447E-002,4.8819576375366608E-003,629.52439885896604,949.58907462372440,3.9986307850990790E-003,66.294402039999852,320.06467576475836,273.56192500840342,-1.0078320938582235,-2.4921587159517782,0.26739131697105373,2.7014956433976862,-6.3286070765863699E-015,9.3961243666521612E-015,2.7014956433976862,7.5818387500336346,112.01846946025836,247.98153053974164,5.6803793673586922,-9999.0,0.52324022260252767,1.1066060112251643,3727.9166834607076,1.8777243684270715E-003,-0.28966302044668607,-5.1290975784163981E-003,0,74.407848687881796,-11.291678105703539,25.541806620011076,63.602709926464222,96.998145727717556,136.04127856762150,203.81462526096234,0.33239065631860232,1.0056251767707090,-2.6326300888136736,1.0064738989483855,11.330350565848581,1.0108954453770962,-0.59082235365344260,1.0108954453770962,0.25299493178762700,1.0108954453770962,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,7,2,2,45,25,14,1.2432586039003539,0.60075789176617778,0.36919552678379686,1.6126104464233753E-003,1.1077011897820549E-004,1.7441082023536447,-2.1376501294190172E-003,-5.9082235365344265E-004,0.25299493178762700,3.7901894443232993
agrivoltaics2_ts_data_2025_12_26_2100.dat,2025-12-26,21:30,360.895,0,17989,17989,0.20111572756810031,0,-7.9324975157593691,0,9.8852571673922398,0,-0.15860494131080349,2,0.22071859902759633,0,-0.26055515427706100,-3.4377832536300799E-002,0.13536978461093346,-7.6759025147540220E-004,-1.2430410509136229E-010,-1.8155713916447485E-012,18.547287839827714,439.62519938487924,442.46632648424730,0.0000000000000000,0,270.89954245551041,6.4211148494465053,6.4626120234766633,0.0000000000000000,0,279.94143226857221,279.37203120773353,98191.757657023045,1.2215124426299326,1008.7170437213169,2.3702937226263640E-002,1.4302565216988241E-002,4.8816098386890898E-003,629.38427486053843,946.82071033080115,3.9963652176795827E-003,66.473437683956405,317.43643547026272,273.55884960850642,-0.68922200466856032,-1.5550302307707500,0.16185648879600378,1.7086086483732246,6.5298850241843026E-016,-6.7020098121535889E-015,1.7086086483732246,4.7711370902681534,113.90392527467753,246.09607472532247,5.4357795839088299,-9999.0,0.40576451994135510,0.59023654040825413,724.56294475177708,9.6609963988678448E-003,-0.80245737479908030,-1.5866042783370130E-002,0,82.894279342219662,-12.579526698358316,28.454923643142177,70.856783209553384,108.06106518895037,151.55718041198708,227.06027359132068,0.19964929256780831,1.0073450548280503,-7.3143473781880148,1.0069033717150333,9.9866593184857493,1.0114981473257596,0.16999225171961393,1.0114981473257596,0.22298271217596960,1.0114981473257596,800000099,800000099,800000099,800000199,800001099,800001099,899999999,899999999,89999,89999,89,89,10,1,0,22,10,17,0.73583552101203442,0.27515001208038364,0.16948754772409036,1.9850010067966901E-003,1.4025198905133398E-004,2.2339503337692821,-5.9361973160906231E-003,1.6999225171961392E-004,0.22298271217596960,3.7522069945185135
agrivoltaics2_ts_data_2025_12_26_2130.dat,2025-12-26,22:00,360.916,0,18000,18000,0.17264207058655409,0,-6.8137039887647077,0,4.3667730720008109,0,8.6422074381948932E-002,1,9.7487754777107888E-002,0,-0.91573358466746613,-0.39816027893548650,0.10379739322728931,-8.8888868266888427E-003,5.7082333133476475E-011,8.2734466163654779E-013,18.579818669372138,440.11694243759632,442.94247402953488,0.0000000000000000,0,269.29371920267744,6.3790034995608567,6.4199564240569442,0.0000000000000000,0,279.78884800042044,279.22348340946263,98200.523789062499,1.2222907647682231,1008.6915632072204,2.3687903002148569E-002,6.3172065095565911E-003,4.8526729031772384E-003,625.32080715195593,937.15417621517554,3.9701460921186182E-003,66.725499712053676,311.83336906321961,273.46940102425305,-0.89736175197302592,-1.4053172834443983,0.17031473346666712,1.6760614217526748,2.0664209568442989E-014,3.0722761157822130E-015,1.6760614217526748,5.1078643549587879,122.56016210946541,237.43983789053459,5.8322371579715213,-9999.0,0.37582533465426132,0.60524294017417213,670.28938780765475,1.0443250523322786E-002,-1.5603522043435929,-1.4704975008984843E-002,0,73.396645879912398,-11.138224178348782,25.194693418511232,62.738348975217178,95.679940739166838,134.19247732805914,201.04478410840284,0.17136972259514024,1.0074245786953846,-6.5178495582011449,1.0069482455953431,4.5253909191923229,1.0115621378213078,0.40663255105567231,1.0115621378213078,0.10102888172263835,1.0115621378213078,800000099,800000099,800000099,800000199,800000099,800001099,899999999,899999999,89999,89999,89,89,3,3,1,10,18,16,0.68988777028214610,0.32349992336956507,0.19709818669663295,5.8015020098622378E-003,1.2299601767338730E-004,2.3601322203909572,-5.2865386698867792E-003,4.0663255105567232E-004,0.10102888172263835,3.6031287829346073
agrivoltaics2_ts_data_2025_12_26_2200.dat,2025-12-26,22:30,360.937,0,18000,18000,0.14214167974591110,0,-12.903945108134112,0,7.1460002172412143,0,0.57813828327826189,0,0.15950453535543171,0,-1.1842587467202095,-1.6114948633824671,-0.45644682812293813,-3.5969875678329953E-002,-4.1328310888794803E-011,-5.8590310582362225E-013,18.514805468930138,437.95756656608302,440.69376179536181,0.0000000000000000,0,262.48065296342662,6.2088358549295330,6.2476263413660078,0.0000000000000000,0,279.58153030649817,279.03163114906459,98266.529264539917,1.2240316612395727,1008.5954966503282,2.3654451422728883E-002,1.0335893891031974E-002,4.7299014474423895E-003,609.08169040755524,924.80127613678633,3.8641986128466923E-003,65.860818548164133,315.71958572923108,273.10671300696447,-0.43444809007360163,-2.0701267580410887,0.18188578735158395,2.1230290570236736,5.8675176838274963E-015,-2.2321763497946664E-015,2.1230290570236736,5.8881918341165624,101.85239555858595,258.14760444141405,4.9147130744315719,-9999.0,0.34077238663403253,0.86199286183984725,263.96899824985815,2.6518265578195647E-002,-1.8057577268190750,-3.0672447710488122E-002,0,59.506186092992742,-9.0302933159468903,20.426548068297343,50.864992868947290,77.572323513350369,108.79628670264144,162.99666275968588,0.14126856716747649,1.0061805155664920,-12.408921489178802,1.0068869106549605,7.4548054568873328,1.0117248347625225,1.1880285018677852,1.0117248347625225,0.16639731939792823,1.0117248347625225,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,7,2,2,11,9,18,0.84132477536712302,0.60886654964433895,0.27379439866823246,5.2173378255259851E-003,3.1361497273048170E-004,4.5337655930639258,-1.0051349181055174E-002,1.1880285018677852E-003,0.16639731939792823,3.3827322319613446
agrivoltaics2_ts_data_2025_12_26_2230.dat,2025-12-26,23:00,360.958,0,17981,17981,0.28563457882168380,0,-26.095526706357546,0,6.7411766835018749,0,1.5312618111766123,1,0.15044649160786289,0,-0.95055166730288410,-0.80775486739462843,-7.6946797219501081E-002,-1.8027102920490090E-002,8.5885611021577866E-011,1.2018804795066003E-012,18.526568584676568,437.59407681981503,440.29027242939321,0.0000000000000000,0,259.26020516485244,6.1236774428409380,6.1614079175216068,0.0000000000000000,0,279.41991399314509,278.87785870720927,98353.751193099655,1.2258329245280841,1008.5465100414993,2.3619812531380024E-002,9.7489326561895143E-003,4.6718689771177635E-003,601.27721991288843,915.00308147219482,3.8111792264972156E-003,65.713136063483304,313.72586155930640,272.92934932066350,-0.76960255179724169,-2.0816717080258940,0.24760035016923732,2.2331482532810174,-6.5106820333353614E-014,4.6358077929560230E-015,2.2331482532810174,6.7712649110833585,110.28955962287591,249.71044037712406,6.3657589008006186,-9999.0,0.48271383914892757,1.0005134473280426,371.23880090606281,1.8855787657204668E-002,-3.8710640488362880,-4.3726941778115237E-002,0,73.328027193313261,-11.127811027924777,25.171138843899271,62.679694753972228,95.590489350909309,134.06702048414829,200.85682689499427,0.28391155592340306,1.0060688720213473,-25.536899143846309,1.0067576014270485,7.4932072361438262,1.0114790820696757,2.8352289665620631,1.0114790820696757,0.16722996481125771,1.0114790820696757,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,7,1,1,3,10,14,1.1858642612300310,0.48924672837466698,0.32591590505138718,1.2114331972478368E-002,4.8187422422066382E-004,1.1513570361453982,-2.0655749044681426E-002,2.8352289665620630E-003,0.16722996481125771,3.2201728815629567
agrivoltaics2_ts_data_2025_12_26_2300.dat,2025-12-26,23:30,360.979,0,17999,17999,0.17428571287884026,0,-16.534715698775070,0,3.9961431508513101,0,1.2381036222224169,0,8.9158498391488289E-002,0,-1.8645517259650781,0.16733456494628496,0.12219697904659524,3.7334244486275318E-003,3.9090049045592186E-011,5.4787630125449894E-013,18.579515660032307,438.17043747237028,440.87799564668944,0.0000000000000000,0,260.40582110925652,6.1412867075565263,6.1792351623217590,0.0000000000000000,0,279.11971887452535,278.57669134771788,98399.264990416137,1.2277179039181969,1008.5511783344275,2.3583523138600931E-002,5.7774706957684410E-003,4.6925129767896364E-003,603.28191946111542,896.07431807168882,3.8221426614483090E-003,67.324987146083004,292.79239861057340,272.97510169902449,-0.76184929140953339,-1.2218485740719667,0.18295889584754615,1.4514827723237758,-2.3947151956545051E-014,2.1039326191737879E-015,1.4514827723237758,4.2231493508364704,121.94444108047514,238.05555891952486,7.2413757909959431,-9999.0,0.37677458395989716,0.52905859847047054,278.70248226555077,2.5116389144070571E-002,-4.1376685155166752,-3.5442031125516374E-002,0,78.327316202600670,-11.886472422464577,26.887232984026745,66.953011807258463,102.10756748727547,143.20731523457670,214.55065401091119,0.17291370879757026,1.0079346171614201,-16.186702418766753,1.0073833434467028,4.4763329030007002,1.0122403414687171,2.0644508965782147,1.0122403414687171,9.9872077867613901E-002,1.0122403414687171,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,7,1,0,10,13,29,0.64953059016586723,0.24021023774808903,0.16837636902698486,9.5406141751059395E-003,2.3532894200804983E-004,0.47468585677069747,-1.3072596373827117E-002,2.0644508965782147E-003,9.9872077867613901E-002,2.9195989963577760
agrivoltaics2_ts_data_2025_12_26_2330.dat,2025-12-27,00:00,361.000,0,17998,17998,9.7138045288411454E-002,0,-8.6136273466119562,0,1.8244434520792623,0,0.55582488979901079,0,4.0697412783499941E-002,0,-1.2777659216404940,-0.21944739372593561,-9.5251909442361851E-002,-4.8951592095382935E-003,1.7690955983074534E-010,2.4727401147613590E-012,18.579130226830031,437.72161822011122,440.41618180317965,0.0000000000000000,0,259.68840040759471,6.1182211153917470,6.1558841759408942,0.0000000000000000,0,278.91109421110400,278.37050734406506,98424.494370468252,1.2289529365237624,1008.5352375663712,2.3559855217979989E-002,2.6371923483707962E-003,4.6795850555241859E-003,601.17460963773851,883.31639824916374,3.8077821505198904E-003,68.058807787259113,282.14178861142523,272.92700385803647,-0.87588979442322545,-1.1819974758288179,0.12366629630797660,1.4763449182636277,-5.1489841662948967E-014,9.5219505795417214E-015,1.4763449182636277,3.8828023492008494,126.53937402311328,233.46062597688675,4.8050215936131719,-9999.0,0.28114285717549592,0.41906135795295107,222.31269107998841,3.1487181258047885E-002,-4.7212355838133924,-2.4719102382428818E-002,0,75.556607512941412,-11.466006689346248,25.936138350871644,64.584651692207430,98.495668877278547,138.14157607766631,206.96125365532527,9.6393174208824220E-002,1.0077274255744868,-8.4467948133090562,1.0074141626908562,2.0782359985938439,1.0123676499193686,0.98963583859893123,1.0123676499193686,4.6358700895832619E-002,1.0123676499193686,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,2,5,0,2,8,4,0.52069214417736209,0.21484789172011787,0.10258268000842213,2.0889386898789088E-002,2.9790934326726787E-004,0.25678942658758547,-6.8149961708399778E-003,9.8963583859893118E-004,4.6358700895832619E-002,2.7212658644925840
agrivoltaics2_ts_data_2025_12_27_0000.dat,2025-12-27,00:30,361.020,0,18000,18000,3.8492692334362311E-002,0,-4.8198985045729064,0,1.0244833852616766,0,0.44644564667013209,0,2.2848153375122197E-002,0,-1.3524539716088542,-1.9958504832863450E-002,0.12002889753737520,-4.4511700835724640E-004,1.8343537787658719E-011,2.5597713919548605E-013,18.618595956855351,438.28671439319839,440.98382682330976,0.0000000000000000,0,259.81547202301027,6.1161255040584814,6.1537626889865154,0.0000000000000000,0,278.69243025377062,278.15245192738655,98429.167974826385,1.2299757359309598,1008.5305675707901,2.3540266699424325E-002,1.4805603387079182E-003,4.6818748860732078E-003,600.99763266652906,869.99829183414306,3.8064774363451410E-003,69.080323295750048,269.00065916761400,272.92295769026367,-0.51773794216154256,-0.80158424589964117,0.10891236645666150,0.96044353482928391,-1.2490483941893535E-014,9.8522669647947573E-016,0.96044353482928391,2.3271097919730424,122.85814887659637,237.14185112340363,6.5112321887614684,-9999.0,0.17690531133655446,0.15252970303507696,98.984444694439631,7.0718182251854556E-002,-4.7047112465779950,-2.1963998788490396E-002,1,19.301534614838854,8.0000000000000000,17.000000000000000,35.000000000000000,64.000000000000000,135.00000000000000,535.00000000000000,3.8119229842606440E-002,1.0097972202822012,-4.7192794646904686,1.0089421950062623,1.1641042428546389,1.0144849437781429,0.68658957285829481,1.0144849437781429,2.5961994765371078E-002,1.0144849437781429,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,2,3,0,10,17,16,0.15498594558023268,0.10240139429930641,4.7672066190614842E-002,4.3358993233915347E-003,1.7713321857969284E-004,0.24931080885541546,-3.8044342790877384E-003,6.8658957285829480E-004,2.5961994765371078E-002,2.5114610692130204
agrivoltaics2_ts_data_2025_12_27_0030.dat,2025-12-27,01:00,361.041,0,18000,18000,4.7329944204706806E-002,0,-7.2731470586777647,0,0.95538178165310672,0,0.57399993479969413,0,2.1306092520544096E-002,0,-0.29004414555652275,7.6545512291392448E-002,4.9707176526522158E-002,1.7070513570929884E-003,5.8186993081898484E-011,8.1261023235062978E-013,18.638779768255027,438.52060716202379,441.22272479101440,0.0000000000000000,0,260.29980853101955,6.1241578848199314,6.1618942983727374,0.0000000000000000,0,278.64631101904973,278.10571412621385,98467.018511284725,1.2306517847596388,1008.5342160221342,2.3527323817028947E-002,1.3806347953312574E-003,4.6906026300970747E-003,602.01680632845648,867.16672330871768,3.8114783468283890E-003,69.423421142295624,265.14991698026120,272.94624428496337,-0.58939636269083140,-0.87387464224944078,0.10397260340443923,1.0591766920482828,9.3624256014557261E-014,3.1218241647449857E-015,1.0591766920482828,3.2312651348737984,123.99821878787628,236.00178121212372,5.6334325263028591,-9999.0,0.19611029966759291,0.22898180015477826,89.388272978670969,7.8310048586242145E-002,-7.6128174080240099,-2.9881069852507394E-002,1,18.989409000517799,8.0000000000000000,17.000000000000000,35.000000000000000,64.000000000000000,134.00000000000000,539.00000000000000,4.6908070522623753E-002,1.0089936268403874,-7.1563774202631958,1.0087096318876874,1.1785641506862623,1.0143560540419179,0.94386213124311658,1.0143560540419179,2.6283311361107245E-002,1.0143560540419179,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,0,6,0,1,8,12,0.22096502226067849,0.17808747547942522,5.8911102569452839E-002,1.0413519107794882E-002,4.6400728034750964E-004,0.73997457555371904,-5.7659040892424178E-003,9.4386213124311659E-004,2.6283311361107245E-002,2.4434679707553659
not_enough_data,2025-12-27,01:30,361.062,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
not_enough_data,2025-12-27,02:00,361.083,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
not_enough_data,2025-12-27,02:30,361.104,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
not_enough_data,2025-12-27,03:00,361.124,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
not_enough_data,2025-12-27,03:30,361.145,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
not_enough_data,2025-12-27,04:00,361.166,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
