station,valid,drct
EFT,2025-05-21 21:55,320.00
RYV,2025-05-21 21:55,10.00
JVL,2025-05-21 22:45,20.00
MSN,2025-05-21 22:53,10.00
RYV,2025-05-21 22:55,350.00
EFT,2025-05-21 22:55,350.00
JVL,2025-05-21 23:45,20.00
MSN,2025-05-21 23:53,10.00
RYV,2025-05-21 23:55,360.00
EFT,2025-05-21 23:55,10.00
JVL,2025-05-22 00:45,10.00
MSN,2025-05-22 00:53,340.00
RYV,2025-05-22 00:55,360.00
EFT,2025-05-22 00:55,10.00
JVL,2025-05-22 01:45,330.00
MSN,2025-05-22 01:53,10.00
RYV,2025-05-22 01:55,360.00
EFT,2025-05-22 01:55,350.00
JVL,2025-05-22 02:50,340.00
MSN,2025-05-22 02:53,350.00
RYV,2025-05-22 02:55,360.00
EFT,2025-05-22 02:55,340.00
JVL,2025-05-22 03:50,340.00
MSN,2025-05-22 03:53,350.00
EFT,2025-05-22 03:55,340.00
RYV,2025-05-22 03:55,360.00
JVL,2025-05-22 04:50,340.00
MSN,2025-05-22 04:53,340.00
EFT,2025-05-22 04:55,340.00
RYV,2025-05-22 04:55,340.00
JVL,2025-05-22 05:50,360.00
MSN,2025-05-22 05:53,340.00
RYV,2025-05-22 05:55,320.00
EFT,2025-05-22 05:55,350.00
JVL,2025-05-22 06:50,350.00
MSN,2025-05-22 06:53,0.00
RYV,2025-05-22 06:55,310.00
EFT,2025-05-22 06:55,360.00
JVL,2025-05-22 07:50,340.00
MSN,2025-05-22 07:53,310.00
RYV,2025-05-22 07:55,310.00
EFT,2025-05-22 07:55,10.00
JVL,2025-05-22 08:50,0.00
MSN,2025-05-22 08:53,320.00
EFT,2025-05-22 08:55,0.00
RYV,2025-05-22 08:55,320.00
JVL,2025-05-22 09:50,330.00
MSN,2025-05-22 09:53,330.00
EFT,2025-05-22 09:55,330.00
RYV,2025-05-22 09:55,320.00
JVL,2025-05-22 10:45,320.00
MSN,2025-05-22 10:53,330.00
RYV,2025-05-22 10:55,320.00
EFT,2025-05-22 10:55,330.00
JVL,2025-05-22 11:45,300.00
MSN,2025-05-22 11:53,330.00
EFT,2025-05-22 11:55,330.00
RYV,2025-05-22 11:55,330.00
JVL,2025-05-22 12:45,330.00
MSN,2025-05-22 12:53,350.00
RYV,2025-05-22 12:55,330.00
EFT,2025-05-22 12:55,330.00
JVL,2025-05-22 13:45,330.00
MSN,2025-05-22 13:53,360.00
EFT,2025-05-22 13:55,350.00
RYV,2025-05-22 13:55,360.00
JVL,2025-05-22 14:45,360.00
MSN,2025-05-22 14:53,360.00
RYV,2025-05-22 14:55,360.00
EFT,2025-05-22 14:55,10.00
JVL,2025-05-22 15:45,10.00
MSN,2025-05-22 15:53,10.00
EFT,2025-05-22 15:55,10.00
RYV,2025-05-22 15:55,340.00
JVL,2025-05-22 16:45,340.00
MSN,2025-05-22 16:53,350.00
EFT,2025-05-22 16:55,10.00
RYV,2025-05-22 16:55,350.00
JVL,2025-05-22 17:45,330.00
MSN,2025-05-22 17:53,360.00
RYV,2025-05-22 17:55,350.00
EFT,2025-05-22 17:55,10.00
JVL,2025-05-22 18:45,340.00
MSN,2025-05-22 18:53,null
RYV,2025-05-22 18:55,340.00
EFT,2025-05-22 18:55,330.00
JVL,2025-05-22 19:45,340.00
MSN,2025-05-22 19:53,360.00
RYV,2025-05-22 19:55,330.00
EFT,2025-05-22 19:55,350.00
JVL,2025-05-22 20:45,340.00
MSN,2025-05-22 20:53,320.00
EFT,2025-05-22 20:55,360.00
RYV,2025-05-22 20:55,340.00
JVL,2025-05-22 21:45,340.00
MSN,2025-05-22 21:53,320.00
EFT,2025-05-22 21:55,360.00
RYV,2025-05-22 21:55,330.00
JVL,2025-05-22 22:45,340.00
MSN,2025-05-22 22:53,330.00
RYV,2025-05-22 22:55,320.00
EFT,2025-05-22 22:55,360.00
MSN,2025-05-22 23:53,330.00
RYV,2025-05-22 23:55,330.00
EFT,2025-05-22 23:55,340.00
JVL,2025-05-23 00:45,350.00
MSN,2025-05-23 00:53,0.00
RYV,2025-05-23 00:55,0.00
EFT,2025-05-23 00:55,330.00
MSN,2025-05-23 01:53,0.00
EFT,2025-05-23 01:55,260.00
RYV,2025-05-23 01:55,0.00
JVL,2025-05-23 02:50,0.00
MSN,2025-05-23 02:53,0.00
RYV,2025-05-23 02:55,0.00
EFT,2025-05-23 02:55,280.00
JVL,2025-05-23 03:50,0.00
MSN,2025-05-23 03:53,50.00
RYV,2025-05-23 03:55,100.00
EFT,2025-05-23 03:55,260.00
JVL,2025-05-23 04:50,0.00
MSN,2025-05-23 04:53,0.00
RYV,2025-05-23 04:55,0.00
EFT,2025-05-23 04:55,270.00
JVL,2025-05-23 05:50,0.00
MSN,2025-05-23 05:53,0.00
RYV,2025-05-23 05:55,0.00
EFT,2025-05-23 05:55,280.00
JVL,2025-05-23 06:50,0.00
MSN,2025-05-23 06:53,40.00
RYV,2025-05-23 06:55,0.00
EFT,2025-05-23 06:55,280.00
JVL,2025-05-23 07:50,0.00
MSN,2025-05-23 07:53,350.00
EFT,2025-05-23 07:55,280.00
RYV,2025-05-23 07:55,350.00
JVL,2025-05-23 08:50,0.00
MSN,2025-05-23 08:53,350.00
EFT,2025-05-23 08:55,310.00
RYV,2025-05-23 08:55,0.00
JVL,2025-05-23 09:50,0.00
MSN,2025-05-23 09:53,350.00
RYV,2025-05-23 09:55,0.00
EFT,2025-05-23 09:55,290.00
JVL,2025-05-23 10:10,0.00
MSN,2025-05-23 10:53,350.00
RYV,2025-05-23 10:55,0.00
EFT,2025-05-23 10:55,330.00
JVL,2025-05-23 11:45,340.00
MSN,2025-05-23 11:53,360.00
RYV,2025-05-23 11:55,0.00
EFT,2025-05-23 11:55,350.00
JVL,2025-05-23 12:45,360.00
MSN,2025-05-23 12:53,20.00
RYV,2025-05-23 12:55,340.00
EFT,2025-05-23 12:55,30.00
JVL,2025-05-23 13:45,40.00
MSN,2025-05-23 13:53,20.00
RYV,2025-05-23 13:55,330.00
EFT,2025-05-23 13:55,40.00
JVL,2025-05-23 14:45,20.00
MSN,2025-05-23 14:53,340.00
RYV,2025-05-23 14:55,350.00
EFT,2025-05-23 14:55,30.00
JVL,2025-05-23 15:45,330.00
MSN,2025-05-23 15:53,350.00
RYV,2025-05-23 15:55,330.00
EFT,2025-05-23 15:55,30.00
JVL,2025-05-23 16:45,330.00
MSN,2025-05-23 16:53,360.00
RYV,2025-05-23 16:55,330.00
EFT,2025-05-23 16:55,320.00
JVL,2025-05-23 17:45,340.00
MSN,2025-05-23 17:53,null
RYV,2025-05-23 17:55,290.00
EFT,2025-05-23 17:55,10.00
JVL,2025-05-23 18:45,340.00
MSN,2025-05-23 18:53,360.00
EFT,2025-05-23 18:55,350.00
RYV,2025-05-23 18:55,310.00
JVL,2025-05-23 19:45,null
MSN,2025-05-23 19:53,null
RYV,2025-05-23 19:55,290.00
EFT,2025-05-23 19:55,340.00
JVL,2025-05-23 20:45,350.00
MSN,2025-05-23 20:53,330.00
RYV,2025-05-23 20:55,300.00
EFT,2025-05-23 20:55,270.00
JVL,2025-05-23 21:45,340.00
MSN,2025-05-23 21:53,270.00
EFT,2025-05-23 21:55,310.00
RYV,2025-05-23 21:55,10.00
JVL,2025-05-23 22:45,340.00
MSN,2025-05-23 22:53,310.00
EFT,2025-05-23 22:55,30.00
RYV,2025-05-23 22:55,350.00
JVL,2025-05-23 23:45,340.00
MSN,2025-05-23 23:53,null
RYV,2025-05-23 23:55,360.00
EFT,2025-05-23 23:55,20.00
JVL,2025-05-24 00:45,null
MSN,2025-05-24 00:53,340.00
EFT,2025-05-24 00:55,40.00
RYV,2025-05-24 00:55,0.00
JVL,2025-05-24 01:45,70.00
MSN,2025-05-24 01:53,350.00
EFT,2025-05-24 01:55,0.00
RYV,2025-05-24 01:55,0.00
JVL,2025-05-24 02:50,130.00
RYV,2025-05-24 02:50,150.00
MSN,2025-05-24 02:53,0.00
EFT,2025-05-24 02:55,50.00
JVL,2025-05-24 03:50,100.00
MSN,2025-05-24 03:53,0.00
RYV,2025-05-24 03:55,0.00
EFT,2025-05-24 03:55,60.00
JVL,2025-05-24 04:50,0.00
MSN,2025-05-24 04:53,0.00
EFT,2025-05-24 04:55,90.00
RYV,2025-05-24 04:55,0.00
JVL,2025-05-24 05:50,0.00
MSN,2025-05-24 05:53,0.00
RYV,2025-05-24 05:55,0.00
EFT,2025-05-24 05:55,150.00
JVL,2025-05-24 06:50,0.00
MSN,2025-05-24 06:53,0.00
EFT,2025-05-24 06:55,150.00
RYV,2025-05-24 06:55,0.00
JVL,2025-05-24 07:50,0.00
MSN,2025-05-24 07:53,0.00
EFT,2025-05-24 07:55,130.00
RYV,2025-05-24 07:55,90.00
JVL,2025-05-24 08:50,0.00
MSN,2025-05-24 08:53,0.00
RYV,2025-05-24 08:55,110.00
EFT,2025-05-24 08:55,120.00
JVL,2025-05-24 09:50,70.00
MSN,2025-05-24 09:53,330.00
EFT,2025-05-24 09:55,110.00
RYV,2025-05-24 09:55,130.00
JVL,2025-05-24 10:45,60.00
MSN,2025-05-24 10:53,0.00
RYV,2025-05-24 10:55,0.00
EFT,2025-05-24 10:55,30.00
JVL,2025-05-24 11:45,70.00
MSN,2025-05-24 11:53,0.00
RYV,2025-05-24 11:55,80.00
EFT,2025-05-24 11:55,60.00
JVL,2025-05-24 12:45,80.00
MSN,2025-05-24 12:53,0.00
RYV,2025-05-24 12:55,0.00
EFT,2025-05-24 12:55,90.00
JVL,2025-05-24 13:45,90.00
MSN,2025-05-24 13:53,0.00
RYV,2025-05-24 13:55,180.00
EFT,2025-05-24 13:55,90.00
JVL,2025-05-24 14:45,90.00
MSN,2025-05-24 14:53,null
RYV,2025-05-24 14:55,190.00
EFT,2025-05-24 14:55,150.00
JVL,2025-05-24 15:45,80.00
MSN,2025-05-24 15:53,80.00
EFT,2025-05-24 15:55,150.00
RYV,2025-05-24 15:55,0.00
MSN,2025-05-24 16:53,0.00
RYV,2025-05-24 16:55,0.00
EFT,2025-05-24 16:55,140.00
JVL,2025-05-24 17:45,null
MSN,2025-05-24 17:53,70.00
EFT,2025-05-24 17:55,0.00
RYV,2025-05-24 17:55,0.00
JVL,2025-05-24 18:45,null
MSN,2025-05-24 18:53,20.00
EFT,2025-05-24 18:55,170.00
RYV,2025-05-24 18:55,0.00
JVL,2025-05-24 19:45,null
MSN,2025-05-24 19:53,50.00
RYV,2025-05-24 19:55,330.00
EFT,2025-05-24 19:55,0.00
JVL,2025-05-24 20:45,0.00
MSN,2025-05-24 20:53,210.00
RYV,2025-05-24 20:55,330.00
EFT,2025-05-24 20:55,0.00
JVL,2025-05-24 21:45,350.00
MSN,2025-05-24 21:53,0.00
RYV,2025-05-24 21:55,0.00
EFT,2025-05-24 21:55,0.00
JVL,2025-05-24 22:45,360.00
MSN,2025-05-24 22:53,50.00
EFT,2025-05-24 22:55,0.00
RYV,2025-05-24 22:55,0.00
JVL,2025-05-24 23:45,10.00
MSN,2025-05-24 23:53,0.00
RYV,2025-05-24 23:55,100.00
EFT,2025-05-24 23:55,360.00
JVL,2025-05-25 00:45,120.00
MSN,2025-05-25 00:53,0.00
RYV,2025-05-25 00:55,100.00
EFT,2025-05-25 00:55,30.00
JVL,2025-05-25 01:45,110.00
MSN,2025-05-25 01:53,0.00
EFT,2025-05-25 01:55,40.00
RYV,2025-05-25 01:55,100.00
JVL,2025-05-25 02:50,100.00
MSN,2025-05-25 02:53,110.00
EFT,2025-05-25 02:55,60.00
RYV,2025-05-25 02:55,0.00
JVL,2025-05-25 03:50,120.00
MSN,2025-05-25 03:53,130.00
RYV,2025-05-25 03:55,0.00
EFT,2025-05-25 03:55,100.00
EFT,2025-05-25 04:35,100.00
JVL,2025-05-25 04:50,110.00
MSN,2025-05-25 04:53,140.00
RYV,2025-05-25 04:55,0.00
JVL,2025-05-25 05:50,0.00
MSN,2025-05-25 05:53,0.00
EFT,2025-05-25 05:55,110.00
RYV,2025-05-25 05:55,0.00
JVL,2025-05-25 06:50,0.00
MSN,2025-05-25 06:53,0.00
RYV,2025-05-25 06:55,0.00
EFT,2025-05-25 06:55,100.00
JVL,2025-05-25 07:50,0.00
MSN,2025-05-25 07:53,0.00
EFT,2025-05-25 07:55,90.00
RYV,2025-05-25 07:55,0.00
JVL,2025-05-25 08:50,0.00
MSN,2025-05-25 08:53,0.00
RYV,2025-05-25 08:55,0.00
EFT,2025-05-25 08:55,60.00
JVL,2025-05-25 09:50,0.00
MSN,2025-05-25 09:53,340.00
RYV,2025-05-25 09:55,0.00
EFT,2025-05-25 09:55,90.00
JVL,2025-05-25 10:45,0.00
MSN,2025-05-25 10:53,0.00
EFT,2025-05-25 10:55,0.00
RYV,2025-05-25 10:55,0.00
JVL,2025-05-25 11:45,50.00
MSN,2025-05-25 11:53,0.00
EFT,2025-05-25 11:55,0.00
RYV,2025-05-25 11:55,0.00
JVL,2025-05-25 12:45,60.00
MSN,2025-05-25 12:53,0.00
RYV,2025-05-25 12:55,0.00
EFT,2025-05-25 12:55,0.00
JVL,2025-05-25 13:45,70.00
MSN,2025-05-25 13:53,0.00
RYV,2025-05-25 13:55,0.00
EFT,2025-05-25 13:55,150.00
JVL,2025-05-25 14:45,80.00
MSN,2025-05-25 14:53,360.00
EFT,2025-05-25 14:55,0.00
RYV,2025-05-25 14:55,0.00
JVL,2025-05-25 15:45,30.00
MSN,2025-05-25 15:53,330.00
RYV,2025-05-25 15:55,340.00
EFT,2025-05-25 15:55,50.00
JVL,2025-05-25 16:45,70.00
MSN,2025-05-25 16:53,350.00
EFT,2025-05-25 16:55,360.00
RYV,2025-05-25 16:55,290.00
JVL,2025-05-25 17:45,20.00
MSN,2025-05-25 17:53,null
EFT,2025-05-25 17:55,350.00
RYV,2025-05-25 17:55,10.00
JVL,2025-05-25 18:45,30.00
MSN,2025-05-25 18:53,null
EFT,2025-05-25 18:55,40.00
RYV,2025-05-25 18:55,350.00
JVL,2025-05-25 19:45,20.00
MSN,2025-05-25 19:53,50.00
RYV,2025-05-25 19:55,40.00
EFT,2025-05-25 19:55,80.00
JVL,2025-05-25 20:45,20.00
MSN,2025-05-25 20:53,50.00
RYV,2025-05-25 20:55,310.00
EFT,2025-05-25 20:55,50.00
JVL,2025-05-25 21:45,50.00
MSN,2025-05-25 21:53,40.00
RYV,2025-05-25 21:55,50.00
EFT,2025-05-25 21:55,30.00
JVL,2025-05-25 22:45,70.00
MSN,2025-05-25 22:53,60.00
RYV,2025-05-25 22:55,50.00
EFT,2025-05-25 22:55,40.00
JVL,2025-05-25 23:45,50.00
MSN,2025-05-25 23:53,80.00
EFT,2025-05-25 23:55,90.00
RYV,2025-05-25 23:55,100.00
JVL,2025-05-26 00:45,100.00
MSN,2025-05-26 00:53,100.00
RYV,2025-05-26 00:55,100.00
EFT,2025-05-26 00:55,70.00
JVL,2025-05-26 01:45,100.00
MSN,2025-05-26 01:53,120.00
RYV,2025-05-26 01:55,110.00
EFT,2025-05-26 01:55,70.00
JVL,2025-05-26 02:50,90.00
MSN,2025-05-26 02:53,130.00
EFT,2025-05-26 02:55,100.00
RYV,2025-05-26 02:55,100.00
JVL,2025-05-26 03:50,0.00
MSN,2025-05-26 03:53,110.00
EFT,2025-05-26 03:55,100.00
RYV,2025-05-26 03:55,0.00
JVL,2025-05-26 04:50,0.00
MSN,2025-05-26 04:53,150.00
EFT,2025-05-26 04:55,110.00
RYV,2025-05-26 04:55,0.00
JVL,2025-05-26 05:50,0.00
MSN,2025-05-26 05:53,0.00
RYV,2025-05-26 05:55,0.00
EFT,2025-05-26 05:55,140.00
JVL,2025-05-26 06:50,0.00
MSN,2025-05-26 06:53,0.00
RYV,2025-05-26 06:55,0.00
EFT,2025-05-26 06:55,130.00
JVL,2025-05-26 07:50,0.00
MSN,2025-05-26 07:53,0.00
EFT,2025-05-26 07:55,120.00
RYV,2025-05-26 07:55,0.00
JVL,2025-05-26 08:50,0.00
MSN,2025-05-26 08:53,0.00
EFT,2025-05-26 08:55,90.00
RYV,2025-05-26 08:55,0.00
JVL,2025-05-26 09:50,0.00
MSN,2025-05-26 09:53,0.00
RYV,2025-05-26 09:55,0.00
EFT,2025-05-26 09:55,80.00
JVL,2025-05-26 10:45,0.00
MSN,2025-05-26 10:53,0.00
EFT,2025-05-26 10:55,60.00
RYV,2025-05-26 10:55,0.00
JVL,2025-05-26 11:45,0.00
MSN,2025-05-26 11:53,0.00
EFT,2025-05-26 11:55,70.00
RYV,2025-05-26 11:55,0.00
JVL,2025-05-26 12:45,40.00
MSN,2025-05-26 12:53,0.00
RYV,2025-05-26 12:55,80.00
EFT,2025-05-26 12:55,60.00
JVL,2025-05-26 13:45,60.00
MSN,2025-05-26 13:53,70.00
EFT,2025-05-26 13:55,60.00
RYV,2025-05-26 13:55,70.00
JVL,2025-05-26 14:45,50.00
RYV,2025-05-26 14:50,40.00
MSN,2025-05-26 14:53,90.00
EFT,2025-05-26 14:55,40.00
JVL,2025-05-26 15:45,60.00
MSN,2025-05-26 15:53,90.00
RYV,2025-05-26 15:55,50.00
EFT,2025-05-26 15:55,50.00
JVL,2025-05-26 16:45,40.00
MSN,2025-05-26 16:53,60.00
EFT,2025-05-26 16:55,50.00
RYV,2025-05-26 16:55,60.00
JVL,2025-05-26 17:45,60.00
MSN,2025-05-26 17:53,70.00
RYV,2025-05-26 17:55,70.00
EFT,2025-05-26 17:55,70.00
JVL,2025-05-26 18:45,90.00
MSN,2025-05-26 18:53,60.00
RYV,2025-05-26 18:55,80.00
EFT,2025-05-26 18:55,60.00
JVL,2025-05-26 19:45,90.00
MSN,2025-05-26 19:53,70.00
RYV,2025-05-26 19:55,100.00
EFT,2025-05-26 19:55,90.00
JVL,2025-05-26 20:45,100.00
MSN,2025-05-26 20:53,90.00
EFT,2025-05-26 20:55,100.00
RYV,2025-05-26 20:55,110.00
JVL,2025-05-26 21:45,100.00
MSN,2025-05-26 21:53,110.00
EFT,2025-05-26 21:55,100.00
RYV,2025-05-26 21:55,120.00
JVL,2025-05-26 22:45,100.00
MSN,2025-05-26 22:53,80.00
RYV,2025-05-26 22:55,100.00
EFT,2025-05-26 22:55,100.00
JVL,2025-05-26 23:45,100.00
MSN,2025-05-26 23:53,70.00
RYV,2025-05-26 23:55,100.00
EFT,2025-05-26 23:55,100.00
JVL,2025-05-27 00:45,100.00
MSN,2025-05-27 00:53,70.00
RYV,2025-05-27 00:55,0.00
EFT,2025-05-27 00:55,90.00
JVL,2025-05-27 01:45,80.00
MSN,2025-05-27 01:53,70.00
RYV,2025-05-27 01:55,80.00
EFT,2025-05-27 01:55,70.00
EFT,2025-05-27 02:35,50.00
JVL,2025-05-27 02:50,70.00
MSN,2025-05-27 02:53,80.00
RYV,2025-05-27 02:55,60.00
JVL,2025-05-27 03:50,80.00
MSN,2025-05-27 03:53,90.00
EFT,2025-05-27 03:55,70.00
RYV,2025-05-27 03:55,80.00
JVL,2025-05-27 04:50,80.00
MSN,2025-05-27 04:53,100.00
RYV,2025-05-27 04:55,80.00
EFT,2025-05-27 04:55,80.00
JVL,2025-05-27 05:50,80.00
MSN,2025-05-27 05:53,110.00
RYV,2025-05-27 05:55,90.00
EFT,2025-05-27 05:55,80.00
MSN,2025-05-27 06:53,70.00
JVL,2025-05-27 06:55,90.00
RYV,2025-05-27 06:55,100.00
EFT,2025-05-27 06:55,70.00
MSN,2025-05-27 07:53,0.00
JVL,2025-05-27 07:55,80.00
RYV,2025-05-27 07:55,90.00
EFT,2025-05-27 07:55,70.00
JVL,2025-05-27 08:50,70.00
MSN,2025-05-27 08:53,70.00
RYV,2025-05-27 08:55,80.00
EFT,2025-05-27 08:55,80.00
JVL,2025-05-27 09:50,80.00
MSN,2025-05-27 09:53,0.00
RYV,2025-05-27 09:55,90.00
EFT,2025-05-27 09:55,50.00
JVL,2025-05-27 10:45,70.00
MSN,2025-05-27 10:53,340.00
RYV,2025-05-27 10:55,70.00
EFT,2025-05-27 10:55,60.00
JVL,2025-05-27 11:45,70.00
MSN,2025-05-27 11:53,350.00
RYV,2025-05-27 11:55,0.00
EFT,2025-05-27 11:55,60.00
JVL,2025-05-27 12:45,70.00
MSN,2025-05-27 12:53,0.00
RYV,2025-05-27 12:55,80.00
EFT,2025-05-27 12:55,80.00
EFT,2025-05-27 13:35,70.00
JVL,2025-05-27 13:45,90.00
MSN,2025-05-27 13:53,40.00
RYV,2025-05-27 13:55,90.00
JVL,2025-05-27 14:45,100.00
MSN,2025-05-27 14:53,60.00
RYV,2025-05-27 14:55,100.00
EFT,2025-05-27 14:55,110.00
JVL,2025-05-27 15:45,100.00
MSN,2025-05-27 15:53,70.00
RYV,2025-05-27 15:55,110.00
EFT,2025-05-27 15:55,70.00
JVL,2025-05-27 16:45,90.00
MSN,2025-05-27 16:53,90.00
EFT,2025-05-27 16:55,100.00
RYV,2025-05-27 16:55,90.00
JVL,2025-05-27 17:45,100.00
MSN,2025-05-27 17:53,80.00
EFT,2025-05-27 17:55,60.00
RYV,2025-05-27 17:55,90.00
JVL,2025-05-27 18:45,90.00
MSN,2025-05-27 18:53,90.00
RYV,2025-05-27 18:55,70.00
EFT,2025-05-27 18:55,70.00
JVL,2025-05-27 19:45,70.00
MSN,2025-05-27 19:53,70.00
RYV,2025-05-27 19:55,80.00
EFT,2025-05-27 19:55,100.00
JVL,2025-05-27 20:45,90.00
MSN,2025-05-27 20:53,70.00
EFT,2025-05-27 20:55,70.00
RYV,2025-05-27 20:55,80.00
JVL,2025-05-27 21:45,110.00
MSN,2025-05-27 21:53,100.00
EFT,2025-05-27 21:55,70.00
RYV,2025-05-27 21:55,110.00
JVL,2025-05-27 22:45,100.00
MSN,2025-05-27 22:53,90.00
RYV,2025-05-27 22:55,90.00
EFT,2025-05-27 22:55,100.00
JVL,2025-05-27 23:45,100.00
MSN,2025-05-27 23:53,100.00
RYV,2025-05-27 23:55,70.00
EFT,2025-05-27 23:55,90.00
JVL,2025-05-28 00:45,80.00
MSN,2025-05-28 00:53,80.00
RYV,2025-05-28 00:55,60.00
EFT,2025-05-28 00:55,80.00
JVL,2025-05-28 01:45,60.00
MSN,2025-05-28 01:53,50.00
EFT,2025-05-28 01:55,70.00
RYV,2025-05-28 01:55,50.00
JVL,2025-05-28 02:50,60.00
MSN,2025-05-28 02:53,70.00
EFT,2025-05-28 02:55,70.00
RYV,2025-05-28 02:55,50.00
JVL,2025-05-28 03:50,40.00
MSN,2025-05-28 03:53,70.00
RYV,2025-05-28 03:55,40.00
EFT,2025-05-28 03:55,60.00
JVL,2025-05-28 04:50,50.00
MSN,2025-05-28 04:53,50.00
EFT,2025-05-28 04:55,40.00
RYV,2025-05-28 04:55,50.00
JVL,2025-05-28 05:50,0.00
MSN,2025-05-28 05:53,30.00
RYV,2025-05-28 05:55,60.00
EFT,2025-05-28 05:55,40.00
JVL,2025-05-28 06:50,60.00
MSN,2025-05-28 06:53,360.00
EFT,2025-05-28 06:55,30.00
RYV,2025-05-28 06:55,60.00
JVL,2025-05-28 07:50,70.00
MSN,2025-05-28 07:53,350.00
EFT,2025-05-28 07:55,40.00
RYV,2025-05-28 07:55,70.00
JVL,2025-05-28 08:50,60.00
MSN,2025-05-28 08:53,350.00
EFT,2025-05-28 08:55,70.00
RYV,2025-05-28 08:55,80.00
JVL,2025-05-28 09:50,0.00
MSN,2025-05-28 09:53,0.00
EFT,2025-05-28 09:55,0.00
RYV,2025-05-28 09:55,90.00
JVL,2025-05-28 10:45,70.00
MSN,2025-05-28 10:53,0.00
EFT,2025-05-28 10:55,0.00
RYV,2025-05-28 10:55,90.00
JVL,2025-05-28 11:45,310.00
MSN,2025-05-28 11:53,290.00
RYV,2025-05-28 11:55,90.00
EFT,2025-05-28 11:55,290.00
JVL,2025-05-28 12:45,0.00
MSN,2025-05-28 12:53,310.00
EFT,2025-05-28 12:55,330.00
RYV,2025-05-28 12:55,90.00
EFT,2025-05-28 13:35,10.00
JVL,2025-05-28 13:45,320.00
MSN,2025-05-28 13:53,null
EFT,2025-05-28 13:55,60.00
RYV,2025-05-28 13:55,0.00
JVL,2025-05-28 14:45,30.00
MSN,2025-05-28 14:53,350.00
EFT,2025-05-28 14:55,30.00
RYV,2025-05-28 14:55,0.00
JVL,2025-05-28 15:45,10.00
MSN,2025-05-28 15:53,50.00
RYV,2025-05-28 15:55,330.00
EFT,2025-05-28 15:55,30.00
JVL,2025-05-28 16:45,360.00
MSN,2025-05-28 16:53,350.00
EFT,2025-05-28 16:55,20.00
RYV,2025-05-28 16:55,330.00
JVL,2025-05-28 17:45,350.00
MSN,2025-05-28 17:53,340.00
EFT,2025-05-28 17:55,10.00
RYV,2025-05-28 17:55,350.00
JVL,2025-05-28 18:45,360.00
MSN,2025-05-28 18:53,360.00
EFT,2025-05-28 18:55,30.00
RYV,2025-05-28 18:55,360.00
JVL,2025-05-28 19:45,350.00
MSN,2025-05-28 19:53,350.00
RYV,2025-05-28 19:55,340.00
EFT,2025-05-28 19:55,20.00
JVL,2025-05-28 20:45,360.00
MSN,2025-05-28 20:53,340.00
RYV,2025-05-28 20:55,350.00
EFT,2025-05-28 20:55,10.00
JVL,2025-05-28 21:45,20.00
MSN,2025-05-28 21:53,340.00
EFT,2025-05-28 21:55,30.00
RYV,2025-05-28 21:55,360.00
JVL,2025-05-28 22:45,10.00
MSN,2025-05-28 22:53,350.00
EFT,2025-05-28 22:55,40.00
RYV,2025-05-28 22:55,350.00
JVL,2025-05-28 23:45,340.00
MSN,2025-05-28 23:53,350.00
EFT,2025-05-28 23:55,30.00
RYV,2025-05-28 23:55,360.00
JVL,2025-05-29 00:45,340.00
MSN,2025-05-29 00:53,340.00
RYV,2025-05-29 00:55,10.00
EFT,2025-05-29 00:55,30.00
JVL,2025-05-29 01:45,340.00
MSN,2025-05-29 01:53,340.00
RYV,2025-05-29 01:55,20.00
EFT,2025-05-29 01:55,20.00
EFT,2025-05-29 02:35,360.00
JVL,2025-05-29 02:50,0.00
MSN,2025-05-29 02:53,330.00
RYV,2025-05-29 02:55,0.00
JVL,2025-05-29 03:50,0.00
MSN,2025-05-29 03:53,320.00
EFT,2025-05-29 03:55,330.00
RYV,2025-05-29 03:55,0.00
JVL,2025-05-29 04:50,0.00
MSN,2025-05-29 04:53,330.00
EFT,2025-05-29 04:55,10.00
RYV,2025-05-29 04:55,0.00
JVL,2025-05-29 05:50,0.00
MSN,2025-05-29 05:53,320.00
EFT,2025-05-29 05:55,10.00
RYV,2025-05-29 05:55,0.00
JVL,2025-05-29 06:50,260.00
MSN,2025-05-29 06:53,0.00
EFT,2025-05-29 06:55,330.00
RYV,2025-05-29 06:55,0.00
JVL,2025-05-29 07:50,0.00
MSN,2025-05-29 07:53,0.00
RYV,2025-05-29 07:55,0.00
EFT,2025-05-29 07:55,300.00
JVL,2025-05-29 08:50,0.00
MSN,2025-05-29 08:53,280.00
EFT,2025-05-29 08:55,300.00
RYV,2025-05-29 08:55,0.00
JVL,2025-05-29 09:50,0.00
MSN,2025-05-29 09:53,260.00
RYV,2025-05-29 09:55,240.00
EFT,2025-05-29 09:55,310.00
JVL,2025-05-29 10:45,0.00
MSN,2025-05-29 10:53,0.00
RYV,2025-05-29 10:55,220.00
EFT,2025-05-29 10:55,300.00
JVL,2025-05-29 11:45,0.00
MSN,2025-05-29 11:53,0.00
RYV,2025-05-29 11:55,250.00
EFT,2025-05-29 11:55,310.00
JVL,2025-05-29 12:45,0.00
MSN,2025-05-29 12:53,null
EFT,2025-05-29 12:55,280.00
RYV,2025-05-29 12:55,270.00
JVL,2025-05-29 13:45,300.00
MSN,2025-05-29 13:53,310.00
RYV,2025-05-29 13:55,300.00
EFT,2025-05-29 13:55,300.00
JVL,2025-05-29 14:45,310.00
