station,valid,drct
JVL,2025-01-01 00:45,320.00
MSN,2025-01-01 00:53,320.00
RYV,2025-01-01 00:55,300.00
EFT,2025-01-01 00:55,320.00
JVL,2025-01-01 01:45,330.00
MSN,2025-01-01 01:53,310.00
RYV,2025-01-01 01:55,300.00
EFT,2025-01-01 01:55,300.00
JVL,2025-01-01 02:45,310.00
MSN,2025-01-01 02:53,320.00
RYV,2025-01-01 02:55,300.00
EFT,2025-01-01 02:55,310.00
JVL,2025-01-01 03:50,280.00
MSN,2025-01-01 03:53,290.00
EFT,2025-01-01 03:55,310.00
RYV,2025-01-01 03:55,300.00
JVL,2025-01-01 04:50,290.00
MSN,2025-01-01 04:53,300.00
RYV,2025-01-01 04:55,280.00
EFT,2025-01-01 04:55,300.00
JVL,2025-01-01 05:50,280.00
MSN,2025-01-01 05:53,300.00
RYV,2025-01-01 05:55,280.00
EFT,2025-01-01 05:55,300.00
JVL,2025-01-01 06:50,280.00
MSN,2025-01-01 06:53,300.00
EFT,2025-01-01 06:55,290.00
RYV,2025-01-01 06:55,300.00
JVL,2025-01-01 07:50,280.00
MSN,2025-01-01 07:53,300.00
RYV,2025-01-01 07:55,290.00
EFT,2025-01-01 07:55,290.00
JVL,2025-01-01 08:50,280.00
MSN,2025-01-01 08:53,300.00
RYV,2025-01-01 08:55,270.00
EFT,2025-01-01 08:55,290.00
JVL,2025-01-01 09:50,290.00
MSN,2025-01-01 09:53,null
RYV,2025-01-01 09:55,300.00
EFT,2025-01-01 09:55,270.00
JVL,2025-01-01 10:50,270.00
MSN,2025-01-01 10:53,320.00
RYV,2025-01-01 10:55,300.00
EFT,2025-01-01 10:55,280.00
JVL,2025-01-01 11:45,290.00
MSN,2025-01-01 11:53,null
RYV,2025-01-01 11:55,290.00
EFT,2025-01-01 11:55,290.00
JVL,2025-01-01 12:45,300.00
MSN,2025-01-01 12:53,null
RYV,2025-01-01 12:55,300.00
EFT,2025-01-01 12:55,280.00
JVL,2025-01-01 13:45,280.00
MSN,2025-01-01 13:53,280.00
RYV,2025-01-01 13:55,300.00
EFT,2025-01-01 13:55,290.00
JVL,2025-01-01 14:45,280.00
MSN,2025-01-01 14:53,300.00
EFT,2025-01-01 14:55,290.00
RYV,2025-01-01 14:55,280.00
JVL,2025-01-01 15:45,270.00
MSN,2025-01-01 15:53,280.00
RYV,2025-01-01 15:55,300.00
EFT,2025-01-01 15:55,280.00
JVL,2025-01-01 16:45,270.00
MSN,2025-01-01 16:53,290.00
RYV,2025-01-01 16:55,280.00
EFT,2025-01-01 16:55,280.00
JVL,2025-01-01 17:45,290.00
MSN,2025-01-01 17:53,290.00
EFT,2025-01-01 17:55,280.00
RYV,2025-01-01 17:55,280.00
JVL,2025-01-01 18:45,290.00
MSN,2025-01-01 18:53,270.00
EFT,2025-01-01 18:55,270.00
RYV,2025-01-01 18:55,280.00
JVL,2025-01-01 19:45,290.00
MSN,2025-01-01 19:53,290.00
RYV,2025-01-01 19:55,270.00
EFT,2025-01-01 19:55,280.00
JVL,2025-01-01 20:45,290.00
MSN,2025-01-01 20:53,290.00
RYV,2025-01-01 20:55,270.00
EFT,2025-01-01 20:55,290.00
JVL,2025-01-01 21:45,280.00
MSN,2025-01-01 21:53,290.00
RYV,2025-01-01 21:55,270.00
EFT,2025-01-01 21:55,290.00
JVL,2025-01-01 22:45,290.00
MSN,2025-01-01 22:53,280.00
RYV,2025-01-01 22:55,280.00
EFT,2025-01-01 22:55,280.00
JVL,2025-01-01 23:45,280.00
MSN,2025-01-01 23:53,290.00
EFT,2025-01-01 23:55,290.00
RYV,2025-01-01 23:55,280.00
JVL,2025-01-02 00:45,280.00
MSN,2025-01-02 00:53,290.00
RYV,2025-01-02 00:55,280.00
EFT,2025-01-02 00:55,290.00
JVL,2025-01-02 01:45,300.00
MSN,2025-01-02 01:53,280.00
EFT,2025-01-02 01:55,300.00
RYV,2025-01-02 01:55,290.00
JVL,2025-01-02 02:45,300.00
MSN,2025-01-02 02:53,300.00
EFT,2025-01-02 02:55,290.00
RYV,2025-01-02 02:55,290.00
JVL,2025-01-02 03:50,280.00
MSN,2025-01-02 03:53,300.00
RYV,2025-01-02 03:55,310.00
EFT,2025-01-02 03:55,290.00
JVL,2025-01-02 04:50,270.00
MSN,2025-01-02 04:53,290.00
EFT,2025-01-02 04:55,300.00
RYV,2025-01-02 04:55,290.00
JVL,2025-01-02 05:50,280.00
MSN,2025-01-02 05:53,290.00
RYV,2025-01-02 05:55,280.00
EFT,2025-01-02 05:55,300.00
JVL,2025-01-02 06:50,270.00
MSN,2025-01-02 06:53,300.00
RYV,2025-01-02 06:55,290.00
EFT,2025-01-02 06:55,290.00
JVL,2025-01-02 07:50,270.00
MSN,2025-01-02 07:53,300.00
EFT,2025-01-02 07:55,290.00
RYV,2025-01-02 07:55,280.00
JVL,2025-01-02 08:50,270.00
MSN,2025-01-02 08:53,290.00
RYV,2025-01-02 08:55,280.00
EFT,2025-01-02 08:55,280.00
JVL,2025-01-02 09:50,340.00
MSN,2025-01-02 09:53,290.00
EFT,2025-01-02 09:55,280.00
RYV,2025-01-02 09:55,290.00
JVL,2025-01-02 10:50,280.00
MSN,2025-01-02 10:53,0.00
RYV,2025-01-02 10:55,310.00
EFT,2025-01-02 10:55,280.00
JVL,2025-01-02 11:45,290.00
MSN,2025-01-02 11:53,0.00
RYV,2025-01-02 11:55,300.00
EFT,2025-01-02 11:55,280.00
JVL,2025-01-02 12:45,290.00
MSN,2025-01-02 12:53,0.00
RYV,2025-01-02 12:55,310.00
EFT,2025-01-02 12:55,260.00
JVL,2025-01-02 13:45,280.00
MSN,2025-01-02 13:53,280.00
RYV,2025-01-02 13:55,290.00
EFT,2025-01-02 13:55,260.00
JVL,2025-01-02 14:45,280.00
MSN,2025-01-02 14:53,300.00
RYV,2025-01-02 14:55,270.00
EFT,2025-01-02 14:55,270.00
JVL,2025-01-02 15:45,290.00
MSN,2025-01-02 15:53,280.00
RYV,2025-01-02 15:55,290.00
EFT,2025-01-02 15:55,290.00
JVL,2025-01-02 16:45,280.00
MSN,2025-01-02 16:53,0.00
RYV,2025-01-02 16:55,270.00
EFT,2025-01-02 16:55,280.00
JVL,2025-01-02 17:45,270.00
MSN,2025-01-02 17:53,null
RYV,2025-01-02 17:55,240.00
EFT,2025-01-02 17:55,260.00
JVL,2025-01-02 18:45,300.00
MSN,2025-01-02 18:53,250.00
RYV,2025-01-02 18:55,260.00
EFT,2025-01-02 18:55,240.00
JVL,2025-01-02 19:45,270.00
MSN,2025-01-02 19:53,null
EFT,2025-01-02 19:55,250.00
RYV,2025-01-02 19:55,250.00
JVL,2025-01-02 20:45,270.00
MSN,2025-01-02 20:53,270.00
EFT,2025-01-02 20:55,260.00
RYV,2025-01-02 20:55,270.00
JVL,2025-01-02 21:45,270.00
MSN,2025-01-02 21:53,300.00
EFT,2025-01-02 21:55,260.00
RYV,2025-01-02 21:55,260.00
JVL,2025-01-02 22:45,270.00
MSN,2025-01-02 22:53,280.00
RYV,2025-01-02 22:55,280.00
EFT,2025-01-02 22:55,270.00
JVL,2025-01-02 23:45,270.00
MSN,2025-01-02 23:53,280.00
RYV,2025-01-02 23:55,260.00
EFT,2025-01-02 23:55,270.00
JVL,2025-01-03 00:45,270.00
MSN,2025-01-03 00:53,300.00
RYV,2025-01-03 00:55,300.00
EFT,2025-01-03 00:55,280.00
JVL,2025-01-03 01:45,270.00
MSN,2025-01-03 01:53,290.00
RYV,2025-01-03 01:55,300.00
EFT,2025-01-03 01:55,280.00
JVL,2025-01-03 02:45,280.00
MSN,2025-01-03 02:53,300.00
EFT,2025-01-03 02:55,290.00
RYV,2025-01-03 02:55,330.00
JVL,2025-01-03 03:50,270.00
MSN,2025-01-03 03:53,0.00
EFT,2025-01-03 03:55,280.00
RYV,2025-01-03 03:55,320.00
JVL,2025-01-03 04:50,270.00
MSN,2025-01-03 04:53,310.00
RYV,2025-01-03 04:55,320.00
EFT,2025-01-03 04:55,280.00
JVL,2025-01-03 05:50,270.00
MSN,2025-01-03 05:53,320.00
RYV,2025-01-03 05:55,310.00
EFT,2025-01-03 05:55,290.00
JVL,2025-01-03 06:50,270.00
MSN,2025-01-03 06:53,340.00
EFT,2025-01-03 06:55,290.00
RYV,2025-01-03 06:55,290.00
JVL,2025-01-03 07:50,280.00
MSN,2025-01-03 07:53,320.00
EFT,2025-01-03 07:55,300.00
RYV,2025-01-03 07:55,310.00
JVL,2025-01-03 08:50,340.00
MSN,2025-01-03 08:53,310.00
RYV,2025-01-03 08:55,310.00
EFT,2025-01-03 08:55,320.00
JVL,2025-01-03 09:50,320.00
MSN,2025-01-03 09:53,320.00
EFT,2025-01-03 09:55,320.00
RYV,2025-01-03 09:55,310.00
JVL,2025-01-03 10:50,290.00
MSN,2025-01-03 10:53,310.00
EFT,2025-01-03 10:55,320.00
RYV,2025-01-03 10:55,300.00
JVL,2025-01-03 11:45,310.00
MSN,2025-01-03 11:53,300.00
EFT,2025-01-03 11:55,300.00
RYV,2025-01-03 11:55,300.00
JVL,2025-01-03 12:45,300.00
MSN,2025-01-03 12:53,300.00
RYV,2025-01-03 12:55,300.00
EFT,2025-01-03 12:55,300.00
JVL,2025-01-03 13:45,300.00
MSN,2025-01-03 13:53,300.00
RYV,2025-01-03 13:55,310.00
EFT,2025-01-03 13:55,290.00
JVL,2025-01-03 14:45,300.00
MSN,2025-01-03 14:53,300.00
EFT,2025-01-03 14:55,300.00
RYV,2025-01-03 14:55,290.00
JVL,2025-01-03 15:45,310.00
MSN,2025-01-03 15:53,310.00
RYV,2025-01-03 15:55,300.00
EFT,2025-01-03 15:55,310.00
JVL,2025-01-03 16:45,320.00
MSN,2025-01-03 16:53,320.00
EFT,2025-01-03 16:55,320.00
RYV,2025-01-03 16:55,310.00
JVL,2025-01-03 17:45,310.00
MSN,2025-01-03 17:53,320.00
RYV,2025-01-03 17:55,300.00
EFT,2025-01-03 17:55,300.00
JVL,2025-01-03 18:45,300.00
MSN,2025-01-03 18:53,330.00
EFT,2025-01-03 18:55,320.00
RYV,2025-01-03 18:55,330.00
JVL,2025-01-03 19:45,310.00
MSN,2025-01-03 19:53,310.00
EFT,2025-01-03 19:55,310.00
RYV,2025-01-03 19:55,290.00
JVL,2025-01-03 20:45,320.00
MSN,2025-01-03 20:53,310.00
EFT,2025-01-03 20:55,300.00
RYV,2025-01-03 20:55,300.00
JVL,2025-01-03 21:45,310.00
MSN,2025-01-03 21:53,310.00
EFT,2025-01-03 21:55,290.00
RYV,2025-01-03 21:55,290.00
JVL,2025-01-03 22:45,300.00
MSN,2025-01-03 22:53,320.00
RYV,2025-01-03 22:55,290.00
EFT,2025-01-03 22:55,290.00
JVL,2025-01-03 23:45,300.00
MSN,2025-01-03 23:53,310.00
EFT,2025-01-03 23:55,300.00
RYV,2025-01-03 23:55,300.00
JVL,2025-01-04 00:45,290.00
MSN,2025-01-04 00:53,290.00
EFT,2025-01-04 00:55,290.00
RYV,2025-01-04 00:55,290.00
JVL,2025-01-04 01:45,310.00
MSN,2025-01-04 01:53,310.00
RYV,2025-01-04 01:55,290.00
EFT,2025-01-04 01:55,310.00
JVL,2025-01-04 02:45,310.00
MSN,2025-01-04 02:53,310.00
EFT,2025-01-04 02:55,310.00
RYV,2025-01-04 02:55,310.00
JVL,2025-01-04 03:50,300.00
MSN,2025-01-04 03:53,320.00
EFT,2025-01-04 03:55,320.00
RYV,2025-01-04 03:55,300.00
JVL,2025-01-04 04:50,280.00
MSN,2025-01-04 04:53,320.00
RYV,2025-01-04 04:55,320.00
EFT,2025-01-04 04:55,320.00
JVL,2025-01-04 05:50,290.00
MSN,2025-01-04 05:53,320.00
RYV,2025-01-04 05:55,330.00
EFT,2025-01-04 05:55,320.00
JVL,2025-01-04 06:50,280.00
MSN,2025-01-04 06:53,340.00
RYV,2025-01-04 06:55,320.00
EFT,2025-01-04 06:55,320.00
JVL,2025-01-04 07:50,300.00
MSN,2025-01-04 07:53,330.00
RYV,2025-01-04 07:55,320.00
EFT,2025-01-04 07:55,310.00
JVL,2025-01-04 08:50,310.00
MSN,2025-01-04 08:53,320.00
EFT,2025-01-04 08:55,320.00
RYV,2025-01-04 08:55,300.00
MSN,2025-01-04 09:53,330.00
RYV,2025-01-04 09:55,290.00
EFT,2025-01-04 09:55,320.00
JVL,2025-01-04 09:55,340.00
JVL,2025-01-04 10:50,310.00
MSN,2025-01-04 10:53,null
RYV,2025-01-04 10:55,290.00
EFT,2025-01-04 10:55,320.00
JVL,2025-01-04 11:45,290.00
MSN,2025-01-04 11:53,320.00
EFT,2025-01-04 11:55,310.00
RYV,2025-01-04 11:55,300.00
JVL,2025-01-04 12:45,300.00
MSN,2025-01-04 12:53,320.00
EFT,2025-01-04 12:55,290.00
RYV,2025-01-04 12:55,300.00
JVL,2025-01-04 13:45,300.00
MSN,2025-01-04 13:53,310.00
RYV,2025-01-04 13:55,300.00
EFT,2025-01-04 13:55,300.00
JVL,2025-01-04 14:45,310.00
MSN,2025-01-04 14:53,320.00
RYV,2025-01-04 14:55,310.00
EFT,2025-01-04 14:55,310.00
JVL,2025-01-04 15:45,310.00
MSN,2025-01-04 15:53,310.00
RYV,2025-01-04 15:55,310.00
EFT,2025-01-04 15:55,320.00
JVL,2025-01-04 16:45,310.00
MSN,2025-01-04 16:53,310.00
RYV,2025-01-04 16:55,310.00
EFT,2025-01-04 16:55,340.00
JVL,2025-01-04 17:45,300.00
MSN,2025-01-04 17:53,320.00
EFT,2025-01-04 17:55,330.00
RYV,2025-01-04 17:55,300.00
JVL,2025-01-04 18:45,310.00
MSN,2025-01-04 18:53,290.00
RYV,2025-01-04 18:55,310.00
EFT,2025-01-04 18:55,300.00
MSN,2025-01-04 19:53,310.00
EFT,2025-01-04 19:55,300.00
RYV,2025-01-04 19:55,280.00
JVL,2025-01-04 20:45,300.00
MSN,2025-01-04 20:53,290.00
RYV,2025-01-04 20:55,300.00
EFT,2025-01-04 20:55,300.00
JVL,2025-01-04 21:45,300.00
MSN,2025-01-04 21:53,310.00
EFT,2025-01-04 21:55,290.00
RYV,2025-01-04 21:55,290.00
JVL,2025-01-04 22:45,300.00
MSN,2025-01-04 22:53,310.00
EFT,2025-01-04 22:55,300.00
RYV,2025-01-04 22:55,280.00
JVL,2025-01-04 23:45,300.00
MSN,2025-01-04 23:53,310.00
EFT,2025-01-04 23:55,310.00
RYV,2025-01-04 23:55,290.00
JVL,2025-01-05 00:45,300.00
MSN,2025-01-05 00:53,310.00
EFT,2025-01-05 00:55,320.00
RYV,2025-01-05 00:55,280.00
JVL,2025-01-05 01:45,320.00
MSN,2025-01-05 01:53,320.00
EFT,2025-01-05 01:55,330.00
RYV,2025-01-05 01:55,300.00
JVL,2025-01-05 02:45,310.00
MSN,2025-01-05 02:53,320.00
EFT,2025-01-05 02:55,340.00
RYV,2025-01-05 02:55,290.00
JVL,2025-01-05 03:50,340.00
MSN,2025-01-05 03:53,330.00
EFT,2025-01-05 03:55,330.00
RYV,2025-01-05 03:55,320.00
JVL,2025-01-05 04:50,300.00
MSN,2025-01-05 04:53,320.00
EFT,2025-01-05 04:55,340.00
RYV,2025-01-05 04:55,320.00
JVL,2025-01-05 05:50,340.00
MSN,2025-01-05 05:53,310.00
RYV,2025-01-05 05:55,320.00
EFT,2025-01-05 05:55,340.00
JVL,2025-01-05 06:50,300.00
MSN,2025-01-05 06:53,310.00
EFT,2025-01-05 06:55,330.00
RYV,2025-01-05 06:55,320.00
JVL,2025-01-05 07:50,290.00
MSN,2025-01-05 07:53,310.00
EFT,2025-01-05 07:55,320.00
RYV,2025-01-05 07:55,310.00
JVL,2025-01-05 08:50,290.00
MSN,2025-01-05 08:53,320.00
EFT,2025-01-05 08:55,320.00
RYV,2025-01-05 08:55,300.00
JVL,2025-01-05 09:50,300.00
MSN,2025-01-05 09:53,310.00
EFT,2025-01-05 09:55,310.00
RYV,2025-01-05 09:55,270.00
JVL,2025-01-05 10:50,330.00
MSN,2025-01-05 10:53,310.00
EFT,2025-01-05 10:55,340.00
RYV,2025-01-05 10:55,310.00
JVL,2025-01-05 11:45,310.00
MSN,2025-01-05 11:53,320.00
EFT,2025-01-05 11:55,340.00
RYV,2025-01-05 11:55,320.00
JVL,2025-01-05 12:45,340.00
MSN,2025-01-05 12:53,340.00
EFT,2025-01-05 12:55,350.00
RYV,2025-01-05 12:55,300.00
JVL,2025-01-05 13:45,340.00
MSN,2025-01-05 13:53,0.00
RYV,2025-01-05 13:55,320.00
EFT,2025-01-05 13:55,360.00
JVL,2025-01-05 14:45,360.00
MSN,2025-01-05 14:53,340.00
RYV,2025-01-05 14:55,330.00
EFT,2025-01-05 14:55,20.00
JVL,2025-01-05 15:45,10.00
MSN,2025-01-05 15:53,340.00
EFT,2025-01-05 15:55,350.00
RYV,2025-01-05 15:55,340.00
JVL,2025-01-05 16:45,340.00
MSN,2025-01-05 16:53,350.00
EFT,2025-01-05 16:55,360.00
RYV,2025-01-05 16:55,330.00
JVL,2025-01-05 17:45,30.00
MSN,2025-01-05 17:53,340.00
EFT,2025-01-05 17:55,10.00
RYV,2025-01-05 17:55,330.00
JVL,2025-01-05 18:45,350.00
MSN,2025-01-05 18:53,360.00
EFT,2025-01-05 18:55,20.00
RYV,2025-01-05 18:55,320.00
JVL,2025-01-05 19:45,350.00
MSN,2025-01-05 19:53,360.00
RYV,2025-01-05 19:55,350.00
EFT,2025-01-05 19:55,30.00
JVL,2025-01-05 20:45,20.00
MSN,2025-01-05 20:53,30.00
RYV,2025-01-05 20:55,20.00
EFT,2025-01-05 20:55,30.00
JVL,2025-01-05 21:45,30.00
MSN,2025-01-05 21:53,10.00
RYV,2025-01-05 21:55,10.00
EFT,2025-01-05 21:55,30.00
JVL,2025-01-05 22:45,30.00
MSN,2025-01-05 22:53,10.00
RYV,2025-01-05 22:55,20.00
EFT,2025-01-05 22:55,30.00
JVL,2025-01-05 23:45,40.00
MSN,2025-01-05 23:53,20.00
EFT,2025-01-05 23:55,30.00
RYV,2025-01-05 23:55,20.00
JVL,2025-01-06 00:45,30.00
MSN,2025-01-06 00:53,360.00
EFT,2025-01-06 00:55,20.00
RYV,2025-01-06 00:55,10.00
JVL,2025-01-06 01:45,360.00
RYV,2025-01-06 01:50,10.00
MSN,2025-01-06 01:53,350.00
EFT,2025-01-06 01:55,20.00
JVL,2025-01-06 02:45,360.00
MSN,2025-01-06 02:53,10.00
EFT,2025-01-06 02:55,10.00
RYV,2025-01-06 02:55,10.00
JVL,2025-01-06 03:50,10.00
MSN,2025-01-06 03:53,350.00
EFT,2025-01-06 03:55,10.00
RYV,2025-01-06 03:55,360.00
JVL,2025-01-06 04:50,360.00
MSN,2025-01-06 04:53,350.00
RYV,2025-01-06 04:55,350.00
EFT,2025-01-06 04:55,10.00
JVL,2025-01-06 05:50,360.00
MSN,2025-01-06 05:53,360.00
EFT,2025-01-06 05:55,10.00
RYV,2025-01-06 05:55,340.00
JVL,2025-01-06 06:50,360.00
MSN,2025-01-06 06:53,340.00
EFT,2025-01-06 06:55,20.00
RYV,2025-01-06 06:55,340.00
JVL,2025-01-06 07:50,360.00
MSN,2025-01-06 07:53,350.00
EFT,2025-01-06 07:55,10.00
RYV,2025-01-06 07:55,350.00
JVL,2025-01-06 08:50,360.00
MSN,2025-01-06 08:53,360.00
EFT,2025-01-06 08:55,360.00
RYV,2025-01-06 08:55,350.00
JVL,2025-01-06 09:50,360.00
MSN,2025-01-06 09:53,360.00
EFT,2025-01-06 09:55,360.00
RYV,2025-01-06 09:55,350.00
JVL,2025-01-06 10:50,360.00
MSN,2025-01-06 10:53,350.00
EFT,2025-01-06 10:55,360.00
RYV,2025-01-06 10:55,350.00
JVL,2025-01-06 11:45,360.00
MSN,2025-01-06 11:53,350.00
EFT,2025-01-06 11:55,350.00
RYV,2025-01-06 11:55,350.00
JVL,2025-01-06 12:45,350.00
MSN,2025-01-06 12:53,350.00
RYV,2025-01-06 12:55,350.00
EFT,2025-01-06 12:55,360.00
JVL,2025-01-06 13:45,350.00
MSN,2025-01-06 13:53,340.00
RYV,2025-01-06 13:55,350.00
EFT,2025-01-06 13:55,360.00
JVL,2025-01-06 14:45,350.00
MSN,2025-01-06 14:53,340.00
EFT,2025-01-06 14:55,10.00
RYV,2025-01-06 14:55,350.00
JVL,2025-01-06 15:45,null
MSN,2025-01-06 15:53,340.00
EFT,2025-01-06 15:55,360.00
RYV,2025-01-06 15:55,340.00
JVL,2025-01-06 16:45,340.00
MSN,2025-01-06 16:53,340.00
EFT,2025-01-06 16:55,10.00
RYV,2025-01-06 16:55,340.00
JVL,2025-01-06 17:45,350.00
MSN,2025-01-06 17:53,360.00
EFT,2025-01-06 17:55,10.00
RYV,2025-01-06 17:55,330.00
JVL,2025-01-06 18:45,360.00
MSN,2025-01-06 18:53,340.00
RYV,2025-01-06 18:55,350.00
EFT,2025-01-06 18:55,10.00
JVL,2025-01-06 19:45,360.00
MSN,2025-01-06 19:53,350.00
RYV,2025-01-06 19:55,350.00
EFT,2025-01-06 19:55,10.00
JVL,2025-01-06 20:45,350.00
MSN,2025-01-06 20:53,10.00
RYV,2025-01-06 20:55,350.00
EFT,2025-01-06 20:55,20.00
JVL,2025-01-06 21:45,340.00
MSN,2025-01-06 21:53,340.00
EFT,2025-01-06 21:55,340.00
RYV,2025-01-06 21:55,20.00
JVL,2025-01-06 22:45,340.00
MSN,2025-01-06 22:53,300.00
RYV,2025-01-06 22:55,330.00
EFT,2025-01-06 22:55,360.00
JVL,2025-01-06 23:45,340.00
MSN,2025-01-06 23:53,0.00
EFT,2025-01-06 23:55,360.00
RYV,2025-01-06 23:55,300.00
JVL,2025-01-07 00:45,330.00
MSN,2025-01-07 00:53,0.00
EFT,2025-01-07 00:55,360.00
RYV,2025-01-07 00:55,0.00
JVL,2025-01-07 01:45,300.00
MSN,2025-01-07 01:53,320.00
RYV,2025-01-07 01:55,0.00
EFT,2025-01-07 01:55,330.00
JVL,2025-01-07 02:45,290.00
MSN,2025-01-07 02:53,0.00
RYV,2025-01-07 02:55,0.00
EFT,2025-01-07 02:55,330.00
JVL,2025-01-07 03:50,280.00
MSN,2025-01-07 03:53,310.00
RYV,2025-01-07 03:55,0.00
EFT,2025-01-07 03:55,320.00
JVL,2025-01-07 04:50,310.00
MSN,2025-01-07 04:53,330.00
EFT,2025-01-07 04:55,330.00
RYV,2025-01-07 04:55,0.00
JVL,2025-01-07 05:50,0.00
MSN,2025-01-07 05:53,350.00
EFT,2025-01-07 05:55,300.00
RYV,2025-01-07 05:55,0.00
JVL,2025-01-07 06:50,360.00
MSN,2025-01-07 06:53,0.00
EFT,2025-01-07 06:55,310.00
RYV,2025-01-07 06:55,0.00
JVL,2025-01-07 07:50,0.00
RYV,2025-01-07 07:50,0.00
MSN,2025-01-07 07:53,330.00
EFT,2025-01-07 07:55,340.00
JVL,2025-01-07 08:50,0.00
MSN,2025-01-07 08:53,330.00
EFT,2025-01-07 08:55,350.00
RYV,2025-01-07 08:55,320.00
JVL,2025-01-07 09:50,280.00
MSN,2025-01-07 09:53,340.00
RYV,2025-01-07 09:55,310.00
EFT,2025-01-07 09:55,10.00
JVL,2025-01-07 10:50,300.00
MSN,2025-01-07 10:53,320.00
EFT,2025-01-07 10:55,360.00
RYV,2025-01-07 10:55,0.00
JVL,2025-01-07 11:45,310.00
MSN,2025-01-07 11:53,0.00
RYV,2025-01-07 11:55,0.00
EFT,2025-01-07 11:55,350.00
JVL,2025-01-07 12:45,300.00
MSN,2025-01-07 12:53,310.00
RYV,2025-01-07 12:55,340.00
EFT,2025-01-07 12:55,340.00
JVL,2025-01-07 13:45,280.00
MSN,2025-01-07 13:53,320.00
EFT,2025-01-07 13:55,330.00
RYV,2025-01-07 13:55,0.00
JVL,2025-01-07 14:45,280.00
MSN,2025-01-07 14:53,300.00
EFT,2025-01-07 14:55,350.00
RYV,2025-01-07 14:55,320.00
JVL,2025-01-07 15:45,350.00
MSN,2025-01-07 15:53,330.00
EFT,2025-01-07 15:55,360.00
RYV,2025-01-07 15:55,320.00
JVL,2025-01-07 16:45,350.00
MSN,2025-01-07 16:53,330.00
RYV,2025-01-07 16:55,320.00
EFT,2025-01-07 16:55,10.00
JVL,2025-01-07 17:45,320.00
MSN,2025-01-07 17:53,330.00
RYV,2025-01-07 17:55,330.00
EFT,2025-01-07 17:55,360.00
JVL,2025-01-07 18:45,340.00
MSN,2025-01-07 18:53,320.00
EFT,2025-01-07 18:55,30.00
RYV,2025-01-07 18:55,320.00
JVL,2025-01-07 19:45,350.00
MSN,2025-01-07 19:53,10.00
EFT,2025-01-07 19:55,10.00
RYV,2025-01-07 19:55,340.00
JVL,2025-01-07 20:45,340.00
MSN,2025-01-07 20:53,350.00
RYV,2025-01-07 20:55,320.00
EFT,2025-01-07 20:55,10.00
JVL,2025-01-07 21:45,330.00
MSN,2025-01-07 21:53,300.00
EFT,2025-01-07 21:55,360.00
RYV,2025-01-07 21:55,320.00
JVL,2025-01-07 22:45,330.00
EFT,2025-01-07 22:50,360.00
MSN,2025-01-07 22:53,320.00
RYV,2025-01-07 22:55,320.00
JVL,2025-01-07 23:45,320.00
MSN,2025-01-07 23:53,340.00
RYV,2025-01-07 23:55,340.00
EFT,2025-01-07 23:55,330.00
JVL,2025-01-08 00:45,320.00
MSN,2025-01-08 00:53,340.00
RYV,2025-01-08 00:55,330.00
EFT,2025-01-08 00:55,330.00
JVL,2025-01-08 01:45,300.00
MSN,2025-01-08 01:53,330.00
EFT,2025-01-08 01:55,320.00
RYV,2025-01-08 01:55,340.00
JVL,2025-01-08 02:45,320.00
MSN,2025-01-08 02:53,330.00
EFT,2025-01-08 02:55,350.00
RYV,2025-01-08 02:55,0.00
JVL,2025-01-08 03:50,0.00
MSN,2025-01-08 03:53,320.00
EFT,2025-01-08 03:55,340.00
RYV,2025-01-08 03:55,0.00
JVL,2025-01-08 04:50,0.00
MSN,2025-01-08 04:53,330.00
RYV,2025-01-08 04:55,0.00
EFT,2025-01-08 04:55,340.00
JVL,2025-01-08 05:50,0.00
MSN,2025-01-08 05:53,320.00
RYV,2025-01-08 05:55,0.00
EFT,2025-01-08 05:55,350.00
JVL,2025-01-08 06:50,330.00
MSN,2025-01-08 06:53,300.00
EFT,2025-01-08 06:55,340.00
RYV,2025-01-08 06:55,0.00
JVL,2025-01-08 07:50,0.00
MSN,2025-01-08 07:53,0.00
RYV,2025-01-08 07:55,310.00
EFT,2025-01-08 07:55,330.00
JVL,2025-01-08 08:50,0.00
MSN,2025-01-08 08:53,0.00
RYV,2025-01-08 08:55,0.00
EFT,2025-01-08 08:55,310.00
JVL,2025-01-08 09:50,290.00
MSN,2025-01-08 09:53,320.00
EFT,2025-01-08 09:55,300.00
RYV,2025-01-08 09:55,0.00
JVL,2025-01-08 10:50,340.00
MSN,2025-01-08 10:53,0.00
RYV,2025-01-08 10:55,0.00
EFT,2025-01-08 10:55,310.00
JVL,2025-01-08 11:45,290.00
MSN,2025-01-08 11:53,0.00
RYV,2025-01-08 11:55,0.00
EFT,2025-01-08 11:55,320.00
JVL,2025-01-08 12:45,0.00
MSN,2025-01-08 12:53,0.00
EFT,2025-01-08 12:55,320.00
RYV,2025-01-08 12:55,0.00
JVL,2025-01-08 13:45,0.00
MSN,2025-01-08 13:53,0.00
EFT,2025-01-08 13:55,320.00
RYV,2025-01-08 13:55,0.00
JVL,2025-01-08 14:45,310.00
MSN,2025-01-08 14:53,300.00
RYV,2025-01-08 14:55,0.00
EFT,2025-01-08 14:55,310.00
JVL,2025-01-08 15:45,310.00
MSN,2025-01-08 15:53,0.00
EFT,2025-01-08 15:55,320.00
RYV,2025-01-08 15:55,0.00
JVL,2025-01-08 16:45,280.00
MSN,2025-01-08 16:53,260.00
