"TOA5","agrivoltaics2","CR6","9170","CR6.Std.14.01","CPU:agrivoltaics2_irgason_apogee_v1_1_00.cr6","44109","ts_data"
"TIMESTAMP","RECORD","Ux","Uy","Uz","Ts","diag_sonic","CO2","H2O","diag_irga","amb_tmpr","amb_press","CO2_sig_strgth","H2O_sig_strgth"
"TS","RN","m/s","m/s","m/s","C","arb","mg/m^3","g/m^3","arb","C","kPa","fraction","fraction"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-04-02 08:30:03.2",50613261,-1.341293,1.642985,0.8617394,7.073586,4,1666.806,-4.073302,786433,1.092957,98.72875,0.2544421,0.2602356
"2026-04-02 08:30:03.3",50613262,-1.910648,1.942385,0.3664485,7.407258,4,1666.941,-4.075227,786433,1.092102,98.72543,0.254649,0.2603785
"2026-04-02 08:30:03.4",50613263,-2.222729,2.551713,0.1554827,7.47872,4,1663.052,-4.067179,786433,1.092102,98.72446,0.253806,0.2608597
"2026-04-02 08:30:03.5",50613264,-1.910906,2.196465,0.2441454,7.39865,4,1633.154,-4.059119,786433,1.092102,98.72256,0.2530182,0.2605005
"2026-04-02 08:30:03.6",50613265,-1.706641,2.289166,0.3817797,7.420438,4,1692.438,-4.043365,786433,1.092102,98.72545,0.2567942,0.2625591
"2026-04-02 08:30:03.7",50613266,-1.727984,2.146637,0.2100876,7.506596,4,1652.889,-4.020938,786433,1.092102,98.72325,0.2538753,0.2619642
"2026-04-02 08:30:03.8",50613267,-1.594705,2.487597,0.3778873,7.540185,4,1659.08,-3.830084,786433,1.092102,98.72332,0.2523204,0.2642136
"2026-04-02 08:30:03.9",50613268,-2.016386,2.30275,0.5155841,6.199814,4,1689.558,-3.984587,786433,1.092102,98.72456,0.2563862,0.2632021
"2026-04-02 08:30:04",50613269,-2.010587,2.8231,0.3811416,7.486434,4,1690.201,-3.997576,786433,1.092102,98.7238,0.2568121,0.2634681
"2026-04-02 08:30:04.1",50613270,-2.224871,2.370293,0.3790517,7.13561,4,1684.38,-3.979734,786433,1.092102,98.71736,0.2572181,0.263952
"2026-04-02 08:30:04.2",50613271,-2.201744,2.768037,0.4804146,7.620986,4,1711.263,-3.859144,786433,1.092102,98.72025,0.2570453,0.2663323
"2026-04-02 08:30:04.3",50613272,-1.844657,2.607152,0.6979999,7.695969,4,1689.607,-3.837938,786433,1.091675,98.71954,0.2544914,0.2654198
"2026-04-02 08:30:04.4",50613273,-2.508567,2.464331,1.163325,6.421258,4,1662.445,-3.797723,786433,1.091675,98.72086,0.262492,0.2729822
"2026-04-02 08:30:04.5",50613274,-2.09392,1.885079,-0.2523575,7.548895,4,1682.587,-4.018818,786433,1.091675,98.72079,0.2578377,0.2633987
"2026-04-02 08:30:04.6",50613275,-1.653908,1.373783,0.07264768,7.491785,4,1688.451,-4.009573,786433,1.091675,98.72212,0.2589198,0.2645468
"2026-04-02 08:30:04.7",50613276,-2.497493,2.08968,-0.7808012,7.471451,4,1628.771,-3.992713,786433,1.091675,98.72295,0.2557741,0.2642158
"2026-04-02 08:30:04.8",50613277,-2.243547,2.792466,0.2523814,7.190489,4,1625.186,-3.211525,786433,1.091675,98.72258,0.2401071,0.2647322
"2026-04-02 08:30:04.9",50613278,-2.895174,2.815706,-0.4281556,6.406176,4,1772.759,-3.387843,786433,1.091675,98.72113,0.2524741,0.2676245
"2026-04-02 08:30:05",50613279,-2.613586,2.533007,-0.3395308,6.977487,4,1611.104,-3.546952,786433,1.091675,98.72561,0.235796,0.2570989
"2026-04-02 08:30:05.1",50613280,-2.169824,2.57502,-0.6835427,7.724226,4,1624.999,-3.654658,786433,1.091675,98.72546,0.2380156,0.255494
"2026-04-02 08:30:05.2",50613281,-2.328692,2.575502,-0.1834899,7.612468,4,1742.378,-2.574964,786433,1.091675,98.72466,0.2465278,0.2688671
"2026-04-02 08:30:05.3",50613282,-1.807247,3.117257,0.2046193,7.578529,4,1754.427,-3.619374,786433,1.09137,98.72531,0.2550088,0.267127
"2026-04-02 08:30:05.4",50613283,-1.760719,2.703595,0.01151198,7.263019,4,1627.605,-3.83516,786433,1.09137,98.7217,0.2469259,0.2604942
"2026-04-02 08:30:05.5",50613284,-2.005527,2.889157,0.5531802,6.568073,4,1733.811,-3.620648,786433,1.09137,98.72169,0.2555573,0.2686375
"2026-04-02 08:30:05.6",50613285,-2.621136,3.19354,1.147648,6.65117,4,1725.564,-0.5865071,786433,1.09137,98.72131,0.258399,0.2853272
"2026-04-02 08:30:05.7",50613286,-2.263077,3.41191,0.6780893,6.621141,4,1611.819,-3.766038,786433,1.09137,98.72472,0.2695461,0.2803368
"2026-04-02 08:30:05.8",50613287,-2.036592,3.3305,0.7239833,6.54339,4,1696.423,-3.577354,786433,1.09137,98.72472,0.2542149,0.267781
"2026-04-02 08:30:05.9",50613288,-2.215466,2.792123,1.19047,6.604426,4,1709.763,-2.763772,786433,1.09137,98.72384,0.2601417,0.2786416
"2026-04-02 08:30:06",50613289,-2.046482,2.600719,0.8879445,6.456553,4,1678.074,-3.811289,786433,1.09137,98.72335,0.2598409,0.269228
"2026-04-02 08:30:06.1",50613290,-1.538475,2.817422,0.1018041,7.052597,4,1681.969,-3.9974,786433,1.09137,98.72449,0.2538707,0.2613889
"2026-04-02 08:30:06.2",50613291,-2.145108,1.089842,0.02281241,7.71303,4,1625.089,-3.652889,786433,1.09137,98.72565,0.2419634,0.2584642
"2026-04-02 08:30:06.3",50613292,-2.526749,1.363003,0.7162765,7.566616,4,1741.979,-3.880794,786433,1.091766,98.72736,0.2553454,0.2633416
"2026-04-02 08:30:06.4",50613293,-1.976987,2.427572,0.4647592,6.469415,4,1693.518,-3.651995,786433,1.091766,98.72851,0.2586225,0.2709623
"2026-04-02 08:30:06.5",50613294,-2.160295,1.688198,0.6237406,7.459306,4,1694.511,-3.98992,786433,1.091766,98.72446,0.2543177,0.2621509
"2026-04-02 08:30:06.6",50613295,-2.302761,2.257668,0.3902001,7.364792,4,1709.196,-2.206908,786433,1.091766,98.7247,0.2638872,0.2859115
