"TOA5","agrivoltaics2","CR6","9170","CR6.Std.14.01","CPU:agrivoltaics2_irgason_apogee_v1_1_00.cr6","44109","ts_data"
"TIMESTAMP","RECORD","Ux","Uy","Uz","Ts","diag_sonic","CO2","H2O","diag_irga","amb_tmpr","amb_press","CO2_sig_strgth","H2O_sig_strgth"
"TS","RN","m/s","m/s","m/s","C","arb","mg/m^3","g/m^3","arb","C","kPa","fraction","fraction"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-04-01 10:00:03.5",49803264,-2.288898,-0.3061923,0.6927249,6.222021,0,805.6143,4.404366,0,3.019867,99.3561,0.958773,0.9389063
"2026-04-01 10:00:03.6",49803265,-2.567942,0.694455,0.6205053,6.253011,0,805.8151,4.418448,0,3.020538,99.35746,0.9587756,0.9389629
"2026-04-01 10:00:03.7",49803266,-2.328056,0.3571206,0.2538463,6.258793,0,805.8217,4.415581,0,3.020538,99.35624,0.9587933,0.9389434
"2026-04-01 10:00:03.8",49803267,-2.079743,1.178274,0.7396879,6.27918,0,805.6339,4.416207,0,3.020538,99.35487,0.9588288,0.9389931
"2026-04-01 10:00:03.9",49803268,-2.013925,0.3166668,0.5459325,6.314488,0,805.8749,4.424022,0,3.020538,99.3565,0.9588436,0.9390163
"2026-04-01 10:00:04",49803269,-2.40581,0.5825958,0.3173644,6.288435,0,805.4792,4.409805,0,3.020538,99.35869,0.9587646,0.9389146
"2026-04-01 10:00:04.1",49803270,-1.759073,0.5290993,0.7727612,6.335486,0,805.5957,4.4094,0,3.020538,99.35745,0.9587792,0.9389399
"2026-04-01 10:00:04.2",49803271,-2.090381,0.6140862,0.9555302,6.267343,0,805.7405,4.413185,0,3.020538,99.35827,0.9587768,0.9389423
"2026-04-01 10:00:04.3",49803272,-1.821705,0.1060397,1.162135,6.242465,0,805.674,4.406858,0,3.020538,99.35605,0.9587547,0.9389038
"2026-04-01 10:00:04.4",49803273,-2.063187,0.3045734,0.3871871,6.297792,0,805.5936,4.409737,0,3.020538,99.35648,0.9587971,0.938958
"2026-04-01 10:00:04.5",49803274,-2.919923,0.7011374,-0.008303422,6.321339,0,805.7057,4.403457,0,3.020538,99.35529,0.9587806,0.9389472
"2026-04-01 10:00:04.6",49803275,-3.190374,0.7445355,-0.5514628,6.327953,0,805.1949,4.396388,0,3.021332,99.35446,0.9587532,0.9389085
"2026-04-01 10:00:04.7",49803276,-2.969578,0.3260747,-0.327437,6.31573,0,805.4362,4.401556,0,3.021332,99.3561,0.9588163,0.938973
"2026-04-01 10:00:04.8",49803277,-2.945103,0.4895644,-0.04537199,6.261727,0,805.5286,4.404462,0,3.021332,99.35697,0.9587961,0.9389551
"2026-04-01 10:00:04.9",49803278,-3.225848,0.4117154,0.2882428,6.319079,0,805.2959,4.401743,0,3.021332,99.3547,0.9588038,0.9389442
"2026-04-01 10:00:05",49803279,-2.600422,0.6452396,0.3819196,6.268154,0,805.5205,4.403146,0,3.021332,99.35589,0.9587913,0.9389295
"2026-04-01 10:00:05.1",49803280,-3.003452,0.7283593,-0.1760747,6.331239,0,805.598,4.407948,0,3.021332,99.3544,0.9587896,0.9389321
"2026-04-01 10:00:05.2",49803281,-3.204751,0.8606657,-0.2593134,6.328904,0,805.3816,4.406121,0,3.021332,99.35645,0.9587823,0.9389096
"2026-04-01 10:00:05.3",49803282,-2.962647,0.853928,-0.2926797,6.34597,0,805.4199,4.412188,0,3.021332,99.35455,0.9587473,0.9389328
"2026-04-01 10:00:05.4",49803283,-2.739109,0.8578953,-0.348914,6.34747,0,805.566,4.410387,0,3.021332,99.35744,0.9587663,0.9389133
"2026-04-01 10:00:05.5",49803284,-2.761489,1.177819,-0.3865894,6.328122,0,805.2584,4.412038,0,3.021332,99.35407,0.958768,0.938919
"2026-04-01 10:00:05.6",49803285,-2.740884,0.9772825,-0.4524821,6.339618,0,805.5693,4.421817,0,3.022156,99.35407,0.9587764,0.9389533
"2026-04-01 10:00:05.7",49803286,-2.966213,0.3889115,-0.1842382,6.302264,0,805.325,4.416517,0,3.022156,99.35578,0.9587474,0.9389241
"2026-04-01 10:00:05.8",49803287,-2.917498,0.7827941,-0.3973413,6.317216,0,805.3823,4.415416,0,3.022156,99.35252,0.958787,0.9389187
"2026-04-01 10:00:05.9",49803288,-2.923581,0.6213533,-0.557213,6.302972,0,805.1273,4.419386,0,3.022156,99.35365,0.9587508,0.9389318
"2026-04-01 10:00:06",49803289,-2.829829,0.720439,-0.5968012,6.330848,0,805.2828,4.419169,0,3.022156,99.35471,0.9587808,0.9389176
"2026-04-01 10:00:06.1",49803290,-3.033708,0.6986967,-0.4034878,6.327581,0,805.3549,4.425086,0,3.022156,99.35391,0.9587685,0.9389439
"2026-04-01 10:00:06.2",49803291,-3.131277,0.9038578,-0.2433601,6.359986,0,805.3891,4.425021,0,3.022156,99.35383,0.958757,0.93894
"2026-04-01 10:00:06.3",49803292,-3.008019,0.980877,-0.4974554,6.322228,0,805.4547,4.417527,0,3.022156,99.35435,0.9587749,0.9389494
"2026-04-01 10:00:06.4",49803293,-3.245894,0.8812577,-0.7675431,6.328352,0,805.6917,4.411548,0,3.022156,99.35621,0.9587786,0.9388997
"2026-04-01 10:00:06.5",49803294,-3.278706,1.145757,-0.4414714,6.309341,0,805.5535,4.415378,0,3.022156,99.35569,0.9587331,0.9389029
"2026-04-01 10:00:06.6",49803295,-3.247214,0.8073794,-0.4558327,6.342533,0,805.5099,4.414862,0,3.023102,99.35443,0.9587508,0.9388785
"2026-04-01 10:00:06.7",49803296,-3.290113,1.041003,-0.8264977,6.348912,0,805.5565,4.409911,0,3.023102,99.35464,0.9587669,0.9388891
"2026-04-01 10:00:06.8",49803297,-3.436888,1.470011,-0.242159,6.271241,0,805.4895,4.415762,0,3.023102,99.35492,0.9587105,0.9388964
"2026-04-01 10:00:06.9",49803298,-3.324264,0.9731729,-0.004182482,6.374551,0,805.7065,4.410186,0,3.023102,99.35204,0.9587722,0.9389005
"2026-04-01 10:00:07",49803299,-2.521553,1.001298,-0.9132707,6.338084,0,805.3588,4.419099,0,3.023102,99.35317,0.9587511,0.9389352
