"TOA5","agrivoltaics2","CR6","9170","CR6.Std.14.01","CPU:agrivoltaics2_irgason_apogee_v1_1_00.cr6","44109","ts_data"
"TIMESTAMP","RECORD","Ux","Uy","Uz","Ts","diag_sonic","CO2","H2O","diag_irga","amb_tmpr","amb_press","CO2_sig_strgth","H2O_sig_strgth"
"TS","RN","m/s","m/s","m/s","C","arb","mg/m^3","g/m^3","arb","C","kPa","fraction","fraction"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-04-01 09:00:03.2",49767261,-2.411192,2.683587,-0.780912,7.309366,0,806.3008,4.77785,0,4.095856,99.28454,0.9588392,0.9387731
"2026-04-01 09:00:03.3",49767262,-2.327934,2.919101,0.0776298,7.340801,0,806.6592,4.783795,0,4.095856,99.28314,0.9589778,0.9389678
"2026-04-01 09:00:03.4",49767263,-2.485741,3.178359,0.3117527,7.349674,0,806.8472,4.789155,0,4.095856,99.28244,0.9589042,0.9389346
"2026-04-01 09:00:03.5",49767264,-2.766633,3.058768,0.6354798,7.304762,0,806.0597,4.775568,0,4.095856,99.28389,0.9588338,0.9387826
"2026-04-01 09:00:03.6",49767265,-3.593898,3.710577,0.6629247,7.315829,0,806.7578,4.776395,0,4.095856,99.28436,0.9590188,0.9389614
"2026-04-01 09:00:03.7",49767266,-2.482503,3.463834,0.5282603,7.367095,0,807.0187,4.785666,0,4.095123,99.28647,0.9588587,0.9388934
"2026-04-01 09:00:03.8",49767267,-2.421991,3.125018,0.3754053,7.380835,0,806.1549,4.788647,0,4.095123,99.28731,0.9588611,0.9388181
"2026-04-01 09:00:03.9",49767268,-2.399171,2.29105,0.3277543,7.276672,0,806.2979,4.789991,0,4.095123,99.28734,0.95888,0.9389681
"2026-04-01 09:00:04",49767269,-2.137218,2.481355,0.19593,7.377032,0,806.8586,4.785352,0,4.095123,99.28699,0.9589083,0.938862
"2026-04-01 09:00:04.1",49767270,-2.46559,3.071372,0.35836,7.307171,0,806.4582,4.777974,0,4.095123,99.29257,0.9589687,0.9388685
"2026-04-01 09:00:04.2",49767271,-2.55015,3.02951,0.6703562,7.328988,0,806.5626,4.787266,0,4.095123,99.28819,0.9588411,0.9388768
"2026-04-01 09:00:04.3",49767272,-2.833228,3.606762,0.7909542,7.31279,0,806.88,4.785942,0,4.095123,99.29095,0.9589036,0.9388542
"2026-04-01 09:00:04.4",49767273,-3.390545,3.061361,1.353934,7.288518,0,806.7745,4.790502,0,4.095123,99.28722,0.9589067,0.938925
"2026-04-01 09:00:04.5",49767274,-2.983325,3.477695,1.26354,7.350669,0,806.8079,4.804997,0,4.095123,99.2858,0.9588224,0.9388418
"2026-04-01 09:00:04.6",49767275,-2.961423,3.13263,1.169844,7.318859,0,806.821,4.801113,0,4.095123,99.27991,0.9589072,0.9388997
"2026-04-01 09:00:04.7",49767276,-2.631035,2.966491,1.039507,7.352407,0,806.8044,4.797188,0,4.09491,99.28063,0.9589404,0.9389493
"2026-04-01 09:00:04.8",49767277,-2.340117,3.086461,1.220334,7.354764,0,806.4379,4.776476,0,4.09491,99.28085,0.9588835,0.9388716
"2026-04-01 09:00:04.9",49767278,-2.338567,2.871072,1.376535,7.348018,0,806.9211,4.803011,0,4.09491,99.28301,0.958924,0.9389254
"2026-04-01 09:00:05",49767279,-1.450858,3.021701,1.069919,7.335459,0,806.4126,4.793062,0,4.09491,99.28515,0.9588915,0.9388801
"2026-04-01 09:00:05.1",49767280,-2.239276,2.08757,0.5322238,7.387559,0,806.7091,4.798998,0,4.09491,99.28437,0.9588659,0.9388767
"2026-04-01 09:00:05.2",49767281,-2.090416,0.9591777,0.02099028,7.311813,0,806.7687,4.803868,0,4.09491,99.284,0.9588085,0.9388538
"2026-04-01 09:00:05.3",49767282,-1.314258,1.249099,0.5392934,7.315711,0,806.4497,4.794179,0,4.09491,99.28239,0.958921,0.9388668
"2026-04-01 09:00:05.4",49767283,-1.616511,1.295173,0.8029739,7.348272,0,806.7952,4.786026,0,4.09491,99.28438,0.9588745,0.9389439
"2026-04-01 09:00:05.5",49767284,-1.425192,2.179482,0.9459431,7.357383,0,806.0173,4.807817,0,4.09491,99.28281,0.9587112,0.9387973
"2026-04-01 09:00:05.6",49767285,-1.904204,1.525699,0.8487378,7.417889,0,806.3744,4.788373,0,4.09491,99.28305,0.9589358,0.9388634
"2026-04-01 09:00:05.7",49767286,-1.918261,0.8385545,1.09947,7.346008,0,806.6387,4.796707,0,4.094666,99.28197,0.9588211,0.9388531
"2026-04-01 09:00:05.8",49767287,-1.482513,0.7975532,0.9441721,7.372121,0,806.1824,4.791954,0,4.094666,99.28644,0.9589228,0.9388978
"2026-04-01 09:00:05.9",49767288,-1.534308,1.035177,0.865679,7.328304,0,807.5185,4.785444,0,4.094666,99.28579,0.9589757,0.9389254
"2026-04-01 09:00:06",49767289,-2.084928,2.048823,-0.3551842,7.276213,0,806.7195,4.772698,0,4.094666,99.28656,0.9588868,0.9387063
"2026-04-01 09:00:06.1",49767290,-3.224916,3.021042,0.8104335,7.319428,0,807.1318,4.812999,0,4.094666,99.28767,0.9591005,0.9391358
"2026-04-01 09:00:06.2",49767291,-2.196175,3.446542,-0.2604511,7.365719,0,806.89,4.821996,0,4.094666,99.28625,0.9588174,0.9390817
"2026-04-01 09:00:06.3",49767292,-2.804895,3.71779,0.5650799,7.333459,0,806.3867,4.79173,0,4.094666,99.2869,0.9588695,0.9387544
"2026-04-01 09:00:06.4",49767293,-2.957195,3.823858,0.4391893,7.323349,0,807.5088,4.791046,0,4.094666,99.28522,0.9590103,0.9389896
"2026-04-01 09:00:06.5",49767294,-2.683007,3.692791,0.8214403,7.296867,0,806.7147,4.800329,0,4.094666,99.28634,0.9586953,0.9387237
"2026-04-01 09:00:06.6",49767295,-2.701748,3.50135,0.8250813,7.403645,0,806.3079,4.782763,0,4.094666,99.28786,0.9589698,0.938896
"2026-04-01 09:00:06.7",49767296,-2.270175,3.164505,1.097936,7.338987,0,807.2513,4.797128,0,4.094757,99.29258,0.9588659,0.9389473
