"TOA5","agrivoltaics2","CR6","9170","CR6.Std.14.01","CPU:agrivoltaics2_irgason_apogee_v1_1_00.cr6","44109","ts_data"
"TIMESTAMP","RECORD","Ux","Uy","Uz","Ts","diag_sonic","CO2","H2O","diag_irga","amb_tmpr","amb_press","CO2_sig_strgth","H2O_sig_strgth"
"TS","RN","m/s","m/s","m/s","C","arb","mg/m^3","g/m^3","arb","C","kPa","fraction","fraction"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-04-01 13:00:03.2",49911261,-1.339682,-0.4250982,0.03835612,3.946938,0,810.3547,3.521062,0,0.7800293,99.59356,0.9589047,0.9393296
"2026-04-01 13:00:03.3",49911262,-1.312737,-0.5107096,0.02577806,3.940737,0,810.7614,3.516989,0,0.7800293,99.59361,0.9589315,0.9393297
"2026-04-01 13:00:03.4",49911263,-1.142952,-0.4213724,-0.04212095,3.95642,0,810.4802,3.514421,0,0.7800293,99.5918,0.958902,0.939306
"2026-04-01 13:00:03.5",49911264,-1.209052,-0.4563181,-0.08924324,3.920513,0,810.6197,3.510515,0,0.7800293,99.59077,0.9589194,0.9393318
"2026-04-01 13:00:03.6",49911265,-1.262816,-0.4968398,-0.02072041,3.923393,0,810.4357,3.509256,0,0.7806091,99.59292,0.958909,0.9393158
"2026-04-01 13:00:03.7",49911266,-1.272893,-0.4880907,-0.04797633,3.933387,0,810.601,3.515332,0,0.7806091,99.59351,0.9589159,0.9393409
"2026-04-01 13:00:03.8",49911267,-1.352903,-0.4437118,0.0001143932,3.955478,0,810.6132,3.512982,0,0.7806091,99.5938,0.9589019,0.939293
"2026-04-01 13:00:03.9",49911268,-1.2686,-0.3064034,0.05297516,3.944866,0,810.4406,3.518342,0,0.7806091,99.59241,0.9588879,0.9392952
"2026-04-01 13:00:04",49911269,-1.110186,-0.2721522,0.07906523,3.938097,0,810.7586,3.521458,0,0.7806091,99.59319,0.9589088,0.9393212
"2026-04-01 13:00:04.1",49911270,-1.375047,-0.1652236,0.04877301,3.936007,0,810.5651,3.515649,0,0.7806091,99.5918,0.958907,0.9393031
"2026-04-01 13:00:04.2",49911271,-1.288741,-0.2488293,0.08176205,3.932697,0,810.7119,3.512871,0,0.7806091,99.59135,0.9589244,0.9392917
"2026-04-01 13:00:04.3",49911272,-1.36928,-0.453765,0.1273022,3.928256,0,810.7208,3.515621,0,0.7806091,99.59279,0.9589391,0.9393517
"2026-04-01 13:00:04.4",49911273,-1.35911,-0.3355423,0.04354613,3.895595,0,810.9371,3.492322,0,0.7806091,99.59217,0.9589506,0.9393468
"2026-04-01 13:00:04.5",49911274,-1.266479,-0.3953649,0.07938455,3.893353,0,810.7398,3.496467,0,0.7806091,99.59326,0.958951,0.9393613
"2026-04-01 13:00:04.6",49911275,-1.311836,-0.4139704,-0.0970542,3.862918,0,810.8287,3.473922,0,0.7812805,99.59259,0.9589538,0.9393619
"2026-04-01 13:00:04.7",49911276,-1.162964,-0.4894596,-0.07516871,3.857866,0,810.78,3.476846,0,0.7812805,99.59222,0.9589514,0.9393551
"2026-04-01 13:00:04.8",49911277,-1.169523,-0.4263658,-0.05022778,3.855839,0,810.9561,3.469014,0,0.7812805,99.59132,0.9589511,0.9393509
"2026-04-01 13:00:04.9",49911278,-0.9864119,-0.2618541,0.03596523,3.862766,0,810.8322,3.478652,0,0.7812805,99.59044,0.9589474,0.9393527
"2026-04-01 13:00:05",49911279,-0.844996,-0.07884049,0.09267891,3.870644,0,810.8309,3.478999,0,0.7812805,99.59222,0.9589652,0.9393604
"2026-04-01 13:00:05.1",49911280,-0.8833412,0.2162845,-0.1077497,3.88939,0,810.8307,3.477647,0,0.7812805,99.59074,0.958932,0.9393219
"2026-04-01 13:00:05.2",49911281,-0.9729871,0.1851063,0.08587908,3.90431,0,810.8146,3.485698,0,0.7812805,99.59265,0.958948,0.9393477
"2026-04-01 13:00:05.3",49911282,-1.217286,0.2518613,0.08604755,3.875717,0,810.8549,3.471461,0,0.7812805,99.59298,0.9589516,0.9393613
"2026-04-01 13:00:05.4",49911283,-1.124342,0.4603724,-0.039602,3.864055,0,810.911,3.466029,0,0.7812805,99.59148,0.9589479,0.9393291
"2026-04-01 13:00:05.5",49911284,-1.08681,0.6043253,0.1102366,3.853598,0,810.8553,3.473479,0,0.7812805,99.58919,0.9589487,0.9393507
"2026-04-01 13:00:05.6",49911285,-0.9081152,0.7361561,-0.1165931,3.863793,0,810.8912,3.471955,0,0.782135,99.59217,0.9589578,0.9393611
"2026-04-01 13:00:05.7",49911286,-1.011673,0.5968038,0.06853273,3.888928,0,810.8456,3.480345,0,0.782135,99.5903,0.958967,0.9393601
"2026-04-01 13:00:05.8",49911287,-1.254101,0.7537164,0.05364193,3.90799,0,810.663,3.488841,0,0.782135,99.59045,0.9589318,0.9393421
"2026-04-01 13:00:05.9",49911288,-1.478707,1.268674,-0.1038256,3.90423,0,810.7416,3.504084,0,0.782135,99.58887,0.9589402,0.9393436
"2026-04-01 13:00:06",49911289,-2.317413,0.9682178,-0.03372813,3.84989,0,810.9655,3.472837,0,0.782135,99.59129,0.9589515,0.9393614
"2026-04-01 13:00:06.1",49911290,-1.805555,1.183909,-0.5786558,3.868342,0,811.0375,3.460079,0,0.782135,99.58952,0.9589655,0.9393314
"2026-04-01 13:00:06.2",49911291,-2.002051,1.235827,-0.4577068,3.821568,0,810.7654,3.465133,0,0.782135,99.59044,0.9589328,0.9393612
"2026-04-01 13:00:06.3",49911292,-1.969727,1.371625,-0.5862857,3.823071,0,811.108,3.464189,0,0.782135,99.59131,0.9589682,0.9393702
"2026-04-01 13:00:06.4",49911293,-1.811781,1.682075,-0.6185328,3.843465,0,810.8843,3.461565,0,0.782135,99.59104,0.95896,0.9393604
"2026-04-01 13:00:06.5",49911294,-1.60096,1.274561,-0.7234449,3.861006,0,810.7863,3.459029,0,0.782135,99.58879,0.9589534,0.9393567
"2026-04-01 13:00:06.6",49911295,-1.757325,0.925361,-0.4504341,3.861417,0,811.0029,3.45772,0,0.7826843,99.58968,0.9589617,0.9393607
